article id	author	year	title	journal/conference/collection	abstract	reference IDs	isDHQ
hayles2007b	Hayles, N. Katherine	2007	Electronic Literature: What is it?	Electronic Literature Organization			0
hayles2008a	Hayles, N. Katherine	2008	Electronic Literature: New Horizons for the Literary				0
hayles2010	Hayles, N. Katherine	2000	Making the Cut: The Interplay of Narrative and System, or What Systems Theory Can't See.	Observing Complexity: Systems Theory and Postmodernity.			0
hayles2012	Hayles, N. Katherine	2012	How We Think: Digital Media and Contemporary Technogenesis				0
hays1948	Hays, H.R.	1948	Nicolás Guillén y la Poesía Afrocubana	La Última Hora			0
haythornthwaite2009	Haythornthwaite, C.	2009	Crowds and Communities: Light and Heavyweight Models of Peer Production	Proceedings of the 42nd Hawaiian Conference on System Sciences			0
haywood1998	Haywood, D. Ian | Cornelius, Sarah | Carver, Steve	1998	An Introduction to Geographic Information Systems				0
hazlitt1944	Hazlitt, Henry	1944	A World Monetary Plan.	New York Times			0
healy2005	Healy, Paul	2005	Rationality, Hermeneutics And Dialogue: Toward A Viable Postfoundationalist Account Of Rationality				0
healy2007	Healy, Paul	2007	Rationality, Dialogue and, and Critical Inquiry: Toward a Viable Postfoundationalist Stance.	Cosmos and History: The Journal of Natural and Social Philosophy			0
hearn2008	Hearn, Allison	2008	Variations on the Branded Self: Theme, Invention, Improvisation and Inventory.	The Media and Social Theory			0
hedstrom1998	Hedstrom, Margaret	1998	Digital Preservation: A Time Bomb for Digital Libraries	Computers and the Humanities			0
hedstrom2002	Hedstrom, Margaret | Lee, C.A.	2002	Significant Properties of Digital Objects: Definitions, Applications, Implications.	Proceedings of the DLM-Forum			0
hedstrom2006	Hedstrom, Margaret | Lee, Christopher | Olsen, Judith | Lampe, Clifford	2006	The Old Version Flickers More: Digital Preservation from the User’s Perspective	The American Archivist			0
heffernan1993	Heffernan, James A.W.	1993	Museum of Words: The Poetics of Ekphrasis from Homer to Ashbery.				0
heffernan2004	Heffernan, James A.W.	2004	Museum of Words: The Poetics of Ekphrasis from Homer to Ashbery				0
heidegger1949	Heidegger, M.	1978	The Question Concerning Technology (1949).	Basic Writings.			0
heidegger1992	Heidegger, Martin	1992	Parmenides. Freiburger Vorlesung im Wintersemester 1942/43.	Heidegger Gesaumtausgabe. II. Abteilung: Vorlesungen 1923-44			0
heidegger1996	Heidegger, Martin	1996	Being and Time				0
heilman2008	Heilman, Michael | Zhao, Le | Pino, Juan | Eskenazi, Maxine	2008	Retrieval of Reading Materials for Vocabulary and Reading Practice	Proceedings of the Third ACL Workshop on Innovative Use of NLP for Building Educational Applications			0
heim1987	Heim, Michel	1987	Electric Language.				0
helfand2001	Helfand, J. | Maeda, J.	2001	Screen: Essays on Graphic Design, New Media and Visual Culture				0
heller	Heller, Steven	n.d.	Who Named the Kindle (and Why)?	The Daily Heller.			0
heller-roazen2002	Heller-Roazen, D.	2002	Tradition’s Destruction: On the Library of Alexandria.	October 100			0
hemingway1972	Hemingway, Ernest	1972	The Torrents of Spring				0
hemmings2005	Hemmings, Robert	2005	The Blameless Physician: Narrative and Pain, Sassoon and Rivers.	Literature and Medicine			0
henderson1984	Henderson, Linda Dalrymple	1984	The Fourth Dimension and Non-Euclidean Geometry in Modern Art: Conclusion.	Leonardo			0
hendrickson2008	Hendrickson, M.	2008	Shelfari and LibraryThing: Awkward Bookends To AbeBooks-Amazon Deal.	TechCrunch			0
henning2006	Henning, Michelle	2006	New Media.	Companion to Museum Studies			0
herbert1941	Herbert, George | Hutchinson, F.E.	1941	The Works of George Herbert				0
herbst1939	Herbst, Josephine	1939	Rope of Gold				0
herdener2008	Herdener, A.	2008	Interview with Andrew Herdener, of Amazon/Kindle.	Bookhitch.com.			0
herrin1996	Herrin, Eric H. | Finkel, Raphael	1996	Schema and Tuple Trees: An Intuitive Structure for Representing Relational Data	Computing Systems			0
herz1997	Herz, J. C.	1997	Joystick Nation: How Computer Games Ate Our Quarters, Won Our Hearts and Rewired Our Minds				0
hesmondhalgh2008	Hesmondhaigh, David | Toynbee, Jason	2008	The Media and Social Theory				0
heuser2011	Heuser, Ryan | Le-Khac, Long	2011	Learning to Read Data: Bringing out the Humanistic in the Digital Humanities.	Victorian Studies			0
hewlettkoelb2006	Hewlett Koelb, Janice	2006	The Poetics of Description: Imagined Places in European Literature				0
hey2008	Hey, Tony | Trefethen, Anne	2008	E-Science, Cyberinfrastructure, and Scholarly Communication	Scientific Collaboration on the Internet			0
hey2009a	Hey, T. | Tansley, S. | Tolle, K.	2009	The Fourth Paradigm: Data-Intensive Scientific Discovery				0
hey2009b	Hey, T. | Tansley, S. | Tolle, K.	2009	Jim Gray on eScience: A Transformed Scientific Method.	The Fourth Paradigm: Data-Intensive Scientific Discovery.			0
hicks1834	Hicks, E.	1834	Peaceable Kingdom				0
hicks1935	Hicks, Granville	1935	The Great Tradition				0
hicks1974	Hicks, Granville | Robbins, Jack Alan	1974	Granville Hicks in the New Masses				0
higby2009	Higby, G.R.	2008	Now I know why I gave up reading Stephen King!	Post on Amazon.com Customer Reviews of Ur			0
higgin2010	Higgin, Tanner	2010	Cultural Politics, Critique and the Digital Humanities.				0
higgins2008	Higgins, S.	2008	The DCC Curation Lifecycle Model	International Journal of Digital Curation			0
higgins2011	Higgins, S.	2011	Digital Curation: The Emergence of a New Discipline	International Journal of Digital Curation			0
higginson1903	Higginson, Thomas Wentworth	1903	Review of the Complete Writings of Walt Whitman	The Nation			0
higgs2005	Higgs, E.	2005	Making Sense of the Census Revisited: Census Records for England and Wales 1801-1901: A Handbook for Historical Researchers				0
highsmith1993	Highsmith, Doug	1993	Developing a Focused Comic Book Collection in an Academic Library.	The Acquisitions Librarian			0
hight2010	Hight, Jeremy	n.d.	Locative Narrative, Literature and Form,	Beyond the Screen: Transformations of Literary Structures, Interfaces and Genres			0
hilbert2009	Hilbert, George B.	2009	Solid King, but not for everyone.	Post on Amazon.com Customer Reviews of Ur			0
hill1986	Hill, George Birkbeck	1986	Talks About Autographs				0
hill2006	Hill, L.	2006	Georeferencing: The Geographic Associations of Information				0
hillesund2010	Hillesund, T.	2010	Digital reading spaces: How expert readers handle books, the Web and electronic paper	First Monday,			0
hills2002	Hills, M.	2002	Fan Cultures				0
hilton2006	Hilton, James	2006	The Future for Higher Education: Sunrise or Perfect Storm?	EDUCAUSE Review			0
hindus1955	Hindus, Milton	1955	The Centenary of Leaves of Grass	Leaves of Grass: One Hundred Years After			0
hine1995	Hine, Christine	1995	Representations of Information Technology in Disciplinary Development: Disappearing Plants and Invisible Networks.	Science, Technology, & Human Values			0
hine2003	Hine, Christine	2003	Systematics as Cyberscience: The Role of ICTs in the Working Practices of Taxonomy.	Oxford Internet Institute Information, Communication and Society Symposium			0
hinton1860	Hinton, Richard J.	1860	The Life and Public Services of the Hon. Abraham Lincoln, of Illinois, and the Hon. Hannibal Hamlin, of Maine				0
hirsch1976	Hirsch, E.D.	1976	The Aims of Interpretation				0
hirsch2012	Hirsch, Brett D.	2012	Digital Humanities Pedagogy: Practices, Principles, and Politics				0
hitchcock2013	Hitchcock, Tim	2013	Confronting the Digital, or How Academic History Writing Lost the Plot.	Cultural and Social History			0
hjardvard2008	Hjardvard, Stig	2008	The Mediatization of Society: A Theory of the Media as Agents of Social and Cultural Change.	Nordicom Review			0
hockey1988	Hockey, S. | Martin, J.	n.d.	The Oxford Concordance Program				0
hockey2000	Hockey, Susan	2000	Electronic Texts in the Humanities				0
hockey2004	Hockey, Susan	2004	History of Humanities Computing	A Companion to Digital Humanities			0
hocks2003	Hocks, Mary E. | Kendrick, Michelle R.	2003	Introduction: Eloquent Images.	Eloquent Images: Word and Image in the Age of New Media			0
hockx-yu2007	Hockx-Yu, H.	2007	Digital Curation Centre--Phase Two	International Journal of Digital Curation			0
hockxyu2006	Hockx-Yu, Helen	2006	Digital Preservation in the Context of Institutional Repositories	Program: Electronic Library and Information Systems			0
hoenigswald1963	Hoenigswald, Henry	1963	On the History of the Comparative Method	Anthropological Linguistics			0
hoenigswald1987	Hoenigswald, Henry | Wiener, Linda F.	1987	Biological Metaphor and Cladistic Classification: An Interdisciplinary Perspective				0
hoffman1986	Hoffman, Lily M.	1986	The Politics of Knowledge: Activist Movements in Medicine and Planning				0
hoffman1989	Hoffman, Donald	1989	The Interface Theory of Perception.	Object Categorization: Computer and Human Vision Perspectives			0
hoffmann1988	Hoffman, Frank	1988	Comic Books in Libraries, Archives and Media Centers.	The Serials Librarian			0
hogland2006	Hogland, Greg | Butler, James	2006	Rootkits: Subverting the Windows Kernel				0
holland1996	Holland, John	1996	Hidden Order: How Adaptation Builds Complexity.				0
holland1998	Holland, John	1998	Emergence: From Chaos To Order				0
holland1999	Holland, John	1999	Emergence: From Chaos to Order				0
hollander1995	Hollander, John	1995	The Gazer's Spirit: Poems Speaking to Silent Works of Art				0
holley2009a	Holley, R.	2009	Many Hands Make Light Work: Public Collaborative OCR Text Correction in Australian Historic Newspapers				0
holley2009b	Holley, Rose	2009	How Good Can It Get? Analysing and Improving OCR Accuracy in Large Scale Historic Newspaper Digitization Programs.	D-Lib Magazine 			0
holley2010	Holley, R.	2010	Crowdsourcing: How and Why Should Libraries Do It?	D-Lib Magazine			0
holt2003	Holt, N.	2003	Representation, Legitimation, and Autoethnography: An Autoethnographic.	International Journal of Qualitative Methods			0
hoofnagle2009	Hoofnagle, Chris Jay	2009	Beyond Google and Evil: How Policy Makers, Journalists, and Consumers Should Talk Differently About Google and Privacy	First Monday			0
hooker1991	Hooker, Morna	1991	The Gospel According to St Mark				0
hoover1999	Hoover, D. L.	1999	Language and Style in The Inheritors				0
hoover2004a	Hoover, D. L.	2004	Altered Texts, Altered Worlds, Altered Styles	Language and Literature			0
hoover2004b	Hoover, D. L.	2004	Delta Prime	Literary and Linguistic Computing			0
hoover2004c	Hoover, D. L.	2004	Testing Burrows’s Delta	Literary and Linguistic Computing			0
hoover2006	Hoover, D. L.	2006	Hot-Air Textuality: Literature after Jerome McGann	Text Technology			0
hoover2007a	Hoover, D. L.	2007	Corpus Stylistics, Stylometry, and the Styles of Henry James	Style			0
hoover2007	Hoover, David	2007	The End of the Irrelevant Text: Electronic Texts, Linguistics, and Literary Theory	Digital Humanities Quarterly			1
hoover2011	Hoover, D.	2011	25: 161 Re: [Humanist] 25.153 a Big Tent?	Email to Humanist Discussion Group			0
hopkins2007a	Hopkins, D.	2007	History and Future of OLPC SimCity / Micropolis.	Don Hopkins.			0
hopkins2007b	Hopkins, D.	2007	SimCity Rules.	Don Hopkins.			0
horn1998	Horn, Robert E.	1998	Visual Language: Global Communication for the 21st Century				0
hornblower1996	Hornblower, S. | Spawforth, A.	1996	Oxford Classical Dictionary				0
horton2006	Horton, Tom | Taylor, Kristen | Yu, Bei | Xiang, Xin	2006	Quite Right, Dear and Interesting: Seeking the Sentimental n Nineteenth Century American Fiction	Proceedings of the Association for Literary and Linguistic Computing			0
hosoya2010	Hosoya, Mai	2010	Analyses of female singer-songwriters.	Tokyo University			0
housman1921	Housman, A.E.	1921	The Application of Thought to Textual Criticism	Proceedings of the Classical Association			0
howard2006	Howard, Jennifer	2006	Picture Imperfect	Chronicle of Higher Education			0
howard2008	Howard, Robert Glenn	2008	Electronic Hybridity: The Persistent Processes of the Vernacular Web.	JAF			0
howard2009	Howard, Jennifer	2009	In Face of Professors' 'Fury,' Syracuse U. Library Will Keep Books on Shelves	The Chronicle of Higher Education			0
howard2011	Howard, Jennifer	2011	Hard Times Sharpen the MLA’s Lens on Labor and the Humanities.	The Chronicle of Higher Education.			0
howard2011a	Howard, Jennifer	2011	In Electric Discovery, Scholar Finds Trove of Walt Whitman Documents in National Archives.	Chronicle of Higher Education			0
howard2011b	Howard, Jennifer	2011	U. of Texas Snags Archive of Cyberpunk Literary Pioneer Bruce Sterling.	Chronicle of Higher Education			0
howe2009	Howe, J.	2009	Crowdsourcing: Why the Power of the Crowd is Driving the Future of Business.				0
howe2011a	Howe, Daniel C. | Cayley, John	2011	The Readers Project: Procedural Agents and Literary Vectors.	Leonardo			0
howe2011b	Howe, Daniel C. | Molina, Bebe	2011	Roulette	Electronic Literature Collection Volume 2			0
howe2012	Howe, J.	2012	Books with 140 characters.	New York Times Review of Books			0
howell1990	Howell, G. | Douglas, J. Y.	1990	The Evolution of Interactive Fiction	Computer Assisted Learning: An International Journal			0
howell2010	Howell, Sonia | Keating, John | Kelleher, Margaret	2010	A New Digital Method for a New Literary Problem: A Proposed Methodology for Bridging the Generalist – Specialist Divide in the Study of World Literature.	Digital Humanities 2010			0
howells2001	Howells, William Dean	2001	A Hazard of New Fortunes				0
howlett2011	Howlett, Peter	2011	A Toolkit for Travelling Facts.	London School of Economics and Political Sciences website: How well do facts travel?			0
hoyt1965	Hoyt, Nelly | Cassirer, Thomas	1965	Encyclopedia: Selections by Diderot, D'Alembert, and a Society of Men of Letters				0
hrushovski1968	Hrushovski, B.	1968	Poetry				0
hudsonsmith2008	Hudson-Smith, Andrew | Crooks, Andrew	2008	The Renaissance of Geographic Information: Neogeography, Gaming and Second	Centre for Advanced Spatial Analysis			0
huebner2009	Huebner, Andrew J.	2009	Secret Identity Crisis: Comic Books and the Unmasking of Cold War America.	The Sixties: A Journal of History, Politics and Culture			0
hughes1948	Hughes, Langston	1948	Sobre Guillén	The Crisis			0
hughes2004	Hughes, T.P.	2004	Human-Built World: How to Think about Technology and Culture				0
huhtamo2006	Huhtamo, Erkki	2006	Shaken hands with statues…: On Art, Interactivity and Tactility	Second Natures:Faculty Exhibitions of the UCLA Design-Media Arts Department			0
huhtamo2008	Huhtamo, Erkki	2008	Twin-Touch-Test-Redux: Media Archaeological Approach to Art, Interactivity, and Tactility.	MediaArtHistories			0
huijsmans1999	Huijsmans, Dionysius P | Smeulders, Arnold	1999	Visual Information and Information Systems: Third International Conference (series: Lecture Notes in Computer Science)				0
huizinga1950	Huizinga, Johan	1950	Homo Ludens: A Study of the Play Element in Culture				0
hull2005	Hull, K.	2005	Process, Perception, and Practice: Time Perspectivism in Yosemite Native Demography,	Journal of Anthropological Archaelogy			0
humanities	4Humanities	n.d.	Mission				0
humanities2011	University of Alberta	n.d.	Day in the Life of the Digital Humanities				0
humlabblog2006	HUMLab Blog	2006	Matt Ratto seminar				0
hume1748	Hume, David	1748	That Politics May Be Reduced to a Science				0
hunsinger2005	Hunsinger, Jeremy	2005	Toward a Transdisciplinary Internet Research	Information Society			0
hunt1997	Hunt, Leta | Ethington, Philip J.	1997	The Utility of Spatial and Temporal Organization in Digital Library Construction	Journal of Academic Librarianship			0
hunt2009	Hunt, T.	2009	Typetalking: Voice and Performance in On the Road.	What’s Your Road, Man? Critical Essays on Jack Kerouac’s On the Road			0
hunter2007	Hunter, J. | Cheung, K.	2007	Provenance Explorer – a graphical interface for constructing scientific publication packages from provenance trails	International Journal on Digital Libraries			0
hunter2009a	Hunter, Rik	2009	The Literacy of Proceduracy: A Conversation with Annette Vee	HASTAC			0
huntington2007	Huntingdon, P. | Nicholas, D. | Jamali, H.R.	2007	Employing Log Metrics to Evaluate Search Behavior and Success: Case Study, the BBC Search Engine	Journal of Information Science			0
hutcheon1988	Hutcheon, L.	1988	A Poetics of Postmodernism				0
hutchins1995	Hutchins, Edwin	1995	Cognition in the Wild				0
huyssen1986	Huyssen, Andreas	1986	After the Great Divide: Modernism, Mass Culture, Postmodernism				0
huyssen2003	Huyssen, Andreas	2003	Present Pasts: Urban Palimpsests and the Politics of Memory				0
hu2007	Hu, Shouping | Kuh, G. | Gayles, J.	2007	Engaging Undergraduate Students in Research Activities: Are Research Universities Doing a Better Job?	Innovative Higher Education			0
hyman2008	Hyman, Malcolm D.	2008	Term Discovery in an Early Modern Latin Scientific Corpus	Digital Humanities 2008 Abstracts			0
iath	Institute for Advanced Technologies in the Humantie	n.d.	Institute for Advanced Technologies in the Humantie				0
ichass2010	I-CHASS	n.d.	About page (I-CHASS website).				0
icmje2013	International Committee of Medical Journal Editors	2013	Uniform Requirements for Manuscripts Submitted to Biomedical Journals: Ethical Considerations in the Conduct and Reporting of Research: Authorship and Contributorship	International Committee of Medical Journal Editors.			0
ics1968	International Correspondence Schools	1968	. Advertisement.	Fantastic Four #78			0
ide1998	Ide, N. | Veronis, J.	1998	Introduction to the Special Issue on Word Sense Disambiguation: The State of the Art	Computational Linguistics			0
ifbook	Institute for the Future of the Book (if:Book)	n.d.	SOPHIE. Software/Authoring Syste				0
ifla1997	IFLA Study Group on the Functional Requirements for Bibliographic Records	1997	Functional Requirements for Bibliographic Records Final Report.				0
ihde1990	Ihde, Don	1990	Technology and the Lifeworld: From Garden to Earth				0
ihde2003	Ihde, Don | Selinger, Evan	2003	Chasing Technoscience: Matrix for Materiality				0
impedovo1993	Impedovo, S.	1993	Fundamentals in Handwriting Recognition				0
imperiale2000	Imperiale, Alicia	2000	New Flatness: Surface Tension in Digital Architecture				0
inarritu2006	Iñárritu, Alejandro González	2006	Babel				0
indexing	Family Search Indexing Project	n.d.	Family Search Indexing Project.				0
infinitesummer2009	Infinite Summer	2009	Infinite Summer: Formed in Summer 2009 to Read David Foster Wallace’s Masterwork “Infinite Jest.”				0
inglehart1997	Inglehard, Ronald	1997	Modernization and Postmodernization.				0
inglehart2000	Inglehart, Ronald | Baker, Wayne E.	2000	Modernization, Cultural Change, and the Persistence of Traditional Values.	American Sociological Review			0
ingold1993	Ingold, T.	1993	The Temporality of the Landscape,	World Archaelogy			0
ingold2000	Ingold, Jon	2000	The Mulldoon Legacy				0
ingram1971	Ingram, Forrest	1971	Representative Short Story Cycles of the Twentieth Century				0
inke2012	INKE	2012	INKE: Implementing New Knowledge Environments.				0
inman2002	Inman, Phillip	2002	Genealogy	The Guardian			0
insula1999	Various	1999	Insula: Revista de Ciencias y Humanidades	Insula: Revista de Ciencias y Humanidades			0
ippolito2009	Ippolito, Jon | Blais, Joline | Smith, Owen F. | Evans, Steve | Stormer, Nathan	2009	New Criteria for New Media	Leonardo			0
irr1998	Irr, Caren	1998	"All right we are two nations: Speed and the Stratification of Culture in U.S.A.	The Suburb of Dissent: Cultural Politics in the United States and Canada during the 1930s			0
ish2008	Interdiscipliary Studies in Humanities Program	2008	Concentration in Digital Humanities				0
ishiyama2002	Ishiyama, J.	2002	Does Early Participation in Undergraduate Research Benefit Social Science and Humanities Students?	College Student Journal			0
isidore2012	Isidore, C.	2012	Nate Silver gets a big boost from the election.	CNN Money			0
ito2001	Ito, Masamitsu	2001	The judgement standard for distinguishing loan words of western origin from western words in Japanese pop songs.	Mathematical Linguistics			0
iwata2011	Iwata, Satoru	2011	Iwata Asks: Super Mario Galaxy.Vol. 4: Shigeru Miyamoto.	Wii.com			0
JacobsAndWalsh2004	Jacobs, Ian | Walsh, Norman	2004	Architecture of the World Wide Web, Volume One				0
jackson1976	Jackson, Donald | Abbot, W.W. | Twohig, Dorothy | Chase, Philander D. | Crackel, Theodore J. | Lengel, Edward G.	1976	The Papers of George Washington				0
jackson1982	Jackson, Richard	1982	Literary blackness and literary Americanism: toward an Afro model for Latin-American literature	Afro-Hispanic Review			0
jackson1984	Jackson, Richard	1984	The Afrocriollo movement revisited	Afro-Hispanic Review			0
jackson1995	Jackson, Shelley	1995	Patchwork Girl; or, a Modern Monster				0
jackson1997	Jackson, Richard	1997	Black Writers and the Hispanic Canon				0
jackson1997a	Jackson, Shelley	1997	Stitch Bitch.				0
jackson1998	Jackson, S.	1998	Stitch Bitch: The Patchwork Girl.	Paradoxa			0
jackson2008	Jackson, Devon	2008	Malware Wars	SFI Bulletin			0
jacobs2007	Jacobs, Dale	2007	More Than Words: Comics as a Means of Teaching Multiple Literacies.	English Journal			0
jahn1969	Jahn, Janheinz	1969	Neo African Literature (a History of Black Writing)				0
jakobson1987a	Jakobson, Roman	1987	Language in Literature				0
jakobson1990	Jakobson, R.	1990	Shifters and Verbal Categories.	On Language			0
james1989	James, David	1989	Allegories of Cinema: American Film in the Sixties				0
james2009	James, Alison	2009	Constraining Chance: Georges Perec and the Oulipo				0
jameson1971	Jameson, Fredric	1974	Sartre and History.	Marxism and Form: Twentieth-Century Dialectical Theories of Literature			0
jameson1981	Jameson, Fredric	1981	From Criticism to History	New Literary History			0
jameson1981a	Jameson, Fredric	1981	The Political Unconscious: Narrative as a Socially Symbolic Act				0
jameson1988	Jameson, Fredric	1988	Cognitive Mapping	Marxism and the Interpretation of Culture			0
jameson1991	Jameson, Fredric	1991	Postmodernism, or, the Cultural Logic of Late Capitalism.				0
jameson1997	Jameson, Fredric	1997	Aesthetics and Politics				0
jamieson2000	Jamieson, P. | Fisher, K. | Gilding, T. | Taylor, P. | Trevitt, A.C.F.	2000	Place and space in the design of new learning environments	Higher Education Research & Development			0
janko1982	Janko, Richard	1982	Homer, Hesiod, and the Hymns: Diachronic Development in Epic Diction				0
jankowski2009	Jankowski, Nicholas W.	2009	e-Research: Transformation in Scholarly Practice				0
janlert2000	Janlert, Lars-Erik | Jonsson, Kjell	2009	Kulturlaboratoriet	Tvärsnitt			0
jaramillo2004	Jaramillo, Juan	2004	. Relación hecha por el capitán Juan Jaramillo, de la jornada que había hecho a la Tierra Nueva en Nueva España y al descubrimiento de Cíbola, yendo por General, Francisco Vázquez Coronado (Año de 1537)				0
jaschik2008	Jaschik, Scott	2008	University Presses Start to Sell via Kindle	Inside Higher Ed			0
jaschik2007	Jaschik, S.	2007	Publishing and Values	Inside Higher Ed			0
jasper2005	Jasper, Pete	2005	Review of Rune Berg's The Isle of The Cult				0
jay1993	Jay, Martin	1993	Downcast Eyes: The Denigration of Vision in Twentieth Century French Thought				0
jean2009	Jean	2009	Great story!	Post on Amazon.com Customer Reviews of Ur			0
jenkins2002	Jenkins, H.	2002	Interactive Audiences? The 'Collective Intelligence' of Media Fans.	The New Media Book			0
jenkins2004	Jenkins, Henry	2004	Game Design as Narrative Architecture	First Person: New Media as Story, Performance, and Game			0
jenkins2006	Jenkins, Henry	2006	Convergence Culture: Where Old and New Media Collide				0
jenkins2008	Jenkins, H.	2008	Convergence Culture: Where Old and New Media Collide				0
jenkins2010	Jenkins, H.	2010	Multiculturalism, appropriation, and the new media literacies: Remixing Moby-Dick	Mashup Cultures.			0
jenkins2013	Jenkins, H.	2013	Reading in a Participatory Culture: Remixing Moby-Dick in the English Classroom				0
jenks2006	Jenks, Chris | Smith, John	2006	Qualitative Complexity				0
jensen1971	Jensen, Richard	1971	The Winning of the Midwest: Social and Political Conflict, 1888-1896				0
jensen1983	Jensen, Richard	1983	The Accomplishments of the Newberry Library Family and Community History Programs: An Interview with Richard Jensen,	The Public Historian			0
jeongandfishbein2007	Jeong, S.J. | Fishbein, M.	2007	Predictors of multitasking with media: Media factors and audience factors.	Media Psychology			0
jerz2000b	Jerz, Dennis	2000	What is Interactive Fiction?				0
jerz2000c	Jerz, Dennis	2000	Puzzles in Interactive Fiction				0
jerz2001	Jerz, Dennis	2001	An Annotated Bibliography of Interactive Fiction Scholarship (Including Fan-Produced Criticism and Theory)				0
jerz2002	Jerz, D.	2002	An Annotated Bibliography of Interactive Fiction Scholarship	Text Technology			0
jerz2007	Jerz, Dennis G.	2007	Somewhere Nearby is Colossal Cave: Examining Will Crowther's Original "Adventure" in Code and in Kentucky	Digital Humanities Quarterly			1
jessop2004	Jessop, Martyn	2004	The Visualization of Spatial Data in the Humanities	Literary and Linguistic Computing			0
jimiwine2007	jimiwine	2007	Fahrenheit 451 Is A Must-Read…Literally.	Post on Amazon.com Customer Reviews of Fahrenheit 451			0
jin2007a	Jin, Mingzhe	2007	R ni yoru Deta Saiensu.				0
jin2007b	Jin, Mingzhe | Murakami, Masakatsu	2007	Authorship identification using random forests.	Proceedings of the Institute of Statistical Mathematics			0
joachims1999	Joachims, Thorsten	1999	Making Large-Scale SVM Learning Practical	Advances in Kernel Methods -- Support Vector Learning			0
joachims2008	Joachims, Thorsten	2008	SVMLight				0
john2010	John, Jeremy	2010	Personal Digital Archives for the 21st Century: An Initial Synthesis	Digital Lives			0
john2011	John, T.	2011	Misogyny in code is still misogyny.	Tracey Writes Stuff.			0
johns1937	Johns, Orrick	1937	The Time of Our Lives: The Story of My Father and Myself				0
johnsen2007	Johnsen,  | Huitfeldt, 	2007	Preserving Information About Linearization in Document Graphs,	Digital Humanities 2007 Conference Abstracts			0
johnson-eilola1993	Johnson-Eilola, Johndan	1993	Control and the Cyborg: Writing and Being Written in Hypertext.	Journal of Advanced Composition			0
johnson2006	Johnson, S.	2006	Everything Bad is Good For You: How Today’s Popular Culture is Actually Making Us Smarter				0
johnston1939	Johnston, Edward	1939	Writing & Illuminating, & Lettering.				0
johnston2008	Johnston, John	2009	The Allure of Machinic life: Cybernetics, Artificial Life, and the New AI				0
johnston2009	Johnston, John	2009	Mutant and Viral: Artificial Evolution and Software Ecology,	The Spam Book: On Viruses, Porn, and Other Anomalies From the Dark Side of Digital Culture			0
johnston2010	Johnston, Casey	2010	Botnets Increasingly Wielded for Ideological Uses,	Ars Technica			0
johnston2011	Johnston, David Jhave	2011	Aesthetic Animism: Digital Poetry as Ontological Probe	Concordia University			0
johnston2012	Johnston, L. | Lafferty, M. | Petsan, B.	2012	Training Researchers on Data Management: A Scalable, Cross-Disciplinary Approach	Journal of eScience Librarianship			0
jolas1929	Jolas, E.	n.d.	Introduction				0
jones1919	Jones, Llewellyn	1966	The Unroofing of Winesburg: Tales of Life that Seem Overheard Rather Than Written.	Winesburg, Ohio			0
jones1948	Jones, Marc Edmund	1948	Occult Philosophy				0
jones2007	Jones, Gareth J. F. | Zhang, Ying | Newman, Eamonn | Fantino, Fabio | Debole, Franca	2007	Multilingual Search for Cultural Heritage Archives via Combining Multiple Translation Resources	Proceedings of the Workshop on Language Technology for Cultural Heritage Data			0
jones2008	Jones, Josh | Chang, Remco | Butkiewicz, Thomas | Ribarsky, William	2008	Visualizing uncertainty for geographical information in the terrorism database	SPIE Security Symposium			0
jones2010	Jones, Jason | Williams, George	2010	ProfHacker Goes to Educause.				0
jorgensen1999	Jörgensen, Corinne	1999	Access to Pictorial Material: A Review of Current Research and Future Prospects	Computers and the Humanities			0
josephson1997	Josephson, Matthew	1997	A Marxist Epic.	John Dos Passos: The Critical Heritage			0
joshi2002	Joshi, Priya	2002	In Another Country				0
joyce1987	Joyce, Michael	1987	afternoon: a story				0
joyce1995	Joyce, M.	1995	Of Two Minds:Hypertext Pedagogy and Poetics				0
joyce1997	Joyce, Michael	1997	Twilight, a Symphony				0
joyce1998	Joyce, Michael	1998	Of Two Minds: Hypertext, Pedagogy and Poetics				0
joyce2001a	Joyce, Michael	2001	Othermindedness: The Emergence of Network Culture				0
joyce2001	Joyce, M.	2001	Moral Tales and Meditations: Technological Parables and Refractions				0
joyce2004	Joyce, Michael	2004	Othermindedness: the Emergence of Network Culture				0
juhasz2009	Juhasz, Alex	2009	Digital Humanities				0
juhasz2010	Juhasz, Alex	2010	The Views of the Feminist Archive.				0
juhasz2011	Juhasz, Alex	2011	A la la la Archive,	GLQ: A Journal of Gay and Lesbian Studies			0
juola2008	Juola, Patrick	2008	Killer Applications in Digital Humanities	Literary and Linguistic Computing			0
juul2001	Juul, J.	2001	Games Telling Stories?	Game Studies			0
juul2005	Juul, J.	2005	Half-Real: Video Games between Real Rules and Fictional Worlds				0
juul2009	Juul, J.	2009	Paragaming: Good Fun with Bad Games.	The Ludologist			0
jöttkandt2007	Jöttkandt, Sigi | Ottina, David	2007	Open Humanities Press				0
king2006a	King, C.J. | Harley, D. | Earl-Novell, S. | Arter, J. | Larence, S. | Perciali, I.	2006	Scholarly Communication: Academic Values and Sustainable Models				0
kadlec2004	Kadlec, David	2004	Early Soviet Cinema and American Poetry.	Modernism/modernity			0
kafka2010	Kafka, P.	2010	Michael Lewis Loves the Kindle. But Not This Week.	All Things D.			0
