article id	author	year	title	journal/conference/collection	abstract	reference IDs	isDHQ
108	"Saper, Craig"	2011	Readies Online	Digital Humanities Quarterly	"The research experiment described in this article, Readies Online, started as a database to make accessible a rare manuscript of important modernist poets and writers including Gertrude Stein, William Carlos Williams, Ezra Pound, F. W. Marinetti, Kay Boyle, Nancy Cunard, Eugene Jolas, and many others. Each of these contributors had sent works prepared for Bob Brown's machine, and he called the prepared texts readies. In the midst of building the collection of texts, the researcher realized that moving the texts through an electronic version of Brown's machine, or through the interface constructed on the website to simulate Brown's machine, changed how one read â€” even changed the essence of what one read. Speed, pace, direction, and visual cues took on new importance already apparent in reading printed texts, but not stressed. Punctuation now represented an illegible and non-representational, visual cue rather than a direct link to the phono-centric pauses and stops that are more commonly represented by punctuation. The futures of reading, and the use of new devices like e-readers, will have consequences for the definition and practice of what we call reading."	boyle1968 | brown2009b | brown2009c | brown2009d | brown1951 | brown1930 | brown1952 | brown1932 | butler2004 | carruthers1998 | clough2009 | descombes1980 | drucker1996 | dworkin2003 | dworkin1999 | feal2009 | ford1987 | ford1980 | johns1937 | kittler1999 | kittler1990 | kostelanetz1991 | mcgann2007 | mcgann2001a | mcgann2000 | mcgann1993a | nancy2005 | nichols2009 | noland1999 | north2002 | north2005 | paulson1988 | perloff1991 | petrucci1999 | rasula1998 | saper2009 | saper2010a | saper2010b | shaviro2003 | simanowski2010 | stallybrass2007 | stein1955 | ulmer2003 | ulmer1987 | watten2003	1
109	"Carassai, Mauro | Takehana, Elisabet"	2011	Introduction	Digital Humanities Quarterly	"The following contributions offer a comprehensive survey of the impeding turns in the scholarly agenda of digital studies. In so doing, they probe the future cultural scenarios looming beyond digital technologies and their related practices, concepts, and perspectives. Such a collective interrogation of our digital future investigates the full spectrum of the humanities. As a result, our notions of subjectivity, identity, consciousness, literacy, text, and medium emerge in these essays as significantly altered by the digital in unusual and unexpected ways. Papers scrutinize a variegated set of relationships between the human neurological network and the networked computer, real and virtual spaces, and subjectivity and procedurality. Scholars in this cluster re-envision such issues in the light of an all-encompassing ontological shift underway as a consequence of the increasingly pervasive presence of the digital in our relations with machines and their processes."	bal1999 | bal2000 | calabrese1992 | deleuze1993 | eliot1921 | glazier2002 | haraway1991 | hayles1999 | hayles2002 | klein2004 | krauss1999 | kurzweil2001 | lambert2004a | murray2008 | ndalianis2004 | negroponte1995 | norman2010 | purgar2006 | thacker2008 | vicas1998	1
110	"Deuze, Mark | Blank, Peter | Speers, Laura"	2012	A Life Lived in Media	Digital Humanities Quarterly	"Research since the early years of the 21st century consistently shows that through the years more of our time gets spent using media, that being concurrently exposed to media has become a foundational feature of everyday life, and that consuming media for most people increasingly takes place alongside producing media. Contemporary media devices, what people do with them, and how all of this fits into the organization of our everyday life disrupt and unsettle well-established views of the role media play in society. Instead of continuing to wrestle with a distinction between media and society, this contribution proposes we begin our thinking with a view of life not lived with media, but in media. The media life perspective starts from the realization that the whole of the world and our lived experience in it are framed by, mitigated through, and made immediate by (immersive, integrated, ubiquitous and pervasive) media."	aguado2009 | arthur2009 | bauman2000 | bauman2005b | bauman2006 | bauman2006a | bauman2007 | bauman2009 | bbc | beck1992 | beck2000 | bennett2008 | bennett2008b | bolin2009 | bolter1996a | boyd2007 | boyd2008 | bruns2005 | buckingham2008 | canclini2001 | castells2001 | castells2007 | castells2009 | context2002 | couldry2004 | cubitt2005 | deblock2010 | dejong2006 | deuze2007 | downing2007 | duncombe2007 | ecar2008 | ecar2010 | foucault1984 | friesen2009 | garnham2000 | giddens1991 | habermas2001 | habuchi2005 | hartley2000 | harvey1990 | hearn2008 | hesmondhalgh2008 | hjardvard2008 | inglehart1997 | inglehart2000 | jameson1991 | jenkins2006 | kittler1996 | kittler1998 | kittler2009 | larvalsubjects | lash2002 | levy1997 | liewrouw2009 | lifescreen | luhmann2000 | lundby2009 | manovich2001 | maturana1997 | mcquail2010 | montgomery2009 | morley2007 | nietzsche1977 | paprocki2009 | pirandello1990 | postmes1998 | purcell2006 | rainie2010 | rasmussen2000 | sloterdijk2004 | sennett2006 | silverstone2007 | strate2006 | thompson1995 | urry2007 | wellman2002 | zizek2006 | zizek2008	1
111	"Siemens, Ray | Timney, Meagan | Leitch, Cara | Koolen, Corina | Garnett, Alex"	2012	Pertinent Discussions Toward Modeling the Social Edition: Annotated Bibliographies	Digital Humanities Quarterly	"The two annotated bibliographies present in this publication document and feature pertinent discussions toward the activity of modeling the social edition, first exploring reading devices, tools and social media issues and, second, social networking tools for professional readers in the Humanities. In this work, which is published conjointly with the LLC piece Toward Modeling the Social Edition: An Approach to Understanding the Electronic Scholarly Edition in the Context of New and Emerging Social Media, we consider a typology of electronic scholarly editions adjacent to activities common to humanities scholars who engage texts as expert readers, noting therein that many methods of engagement both reflect the interrelated nature of long-standing professional reading strategies and are social in nature; extending this framework, the next steps in the scholarly editionâ€™s development in its incorporation of social media functionality reflect the importance of traditional humanistic activities and workflows, and include collaboration, incorporating contributions by its readers and re-visioning the role of the editor away from that of ultimate authority and more toward that of facilitator of reader involvement."	alexander2006 | bargh2002 | barnes2006 | boyd2007a | boyd2008a | christopherson2007 | davies2007a | dwyer2007 | Dwyeretal2007 | golbeck2006 | gross2005 | lange2007 | madden2007 | mathieson2007 | tidwell2002 | tufekci2008 | alexander2006 | bargh2002 | barnes2006 | boyd2007a | boyd2008a | christopherson2007 | davies2007a | dwyer2007 | Dwyeretal2007 | golbeck2006 | gross2005 | lange2007 | madden2007 | mathieson2007 | tidwell2002 | tufekci2008	1
112	"Svensson, Patrik"	2012	Envisioning the Digital Humanities	Digital Humanities Quarterly	"Over the last couple of years, it has become increasingly clear that the digital humanities is associated with a visionary and forward-looking sentiment, and that the field has come to constitute a site for far-reaching discussions about the future of the field itself as well as the humanities at large. Based on a rich set of materials closely associated with the formation of the digital humanities, this article explores the visions and expectations associated with the digital humanities and how the digital humanities often becomes a laboratory and means for thinking about the state and future of the humanities. It is argued that this forward-looking sentiment comes both from inside and outside the field, and is arguably an important reason for the attraction and importance of the field. Furthermore, the author outlines a visionary scope for the digital humanities and offers a personal visionary statement as the endpoint to the article series."	barron2010 | bell2007b | bey1991 | bogost2010 | borgman2009 | burke2000 | cch2009 | chan2010 | cohen2010b | cong2011 | cordell2010 | coyne1999 | cronin2010 | davidson2008 | davidson2011 | donoghue2008 | drucker2009c | drucker2009b | earhart2011a | eisenstein1979 | entman1993 | fitzpatrick2009 | fitzpatrick2010b | forster2010 | franklin2008 | gailey2010 | galison1997 | higgin2010 | hine1995 | hine2003 | ichass2010 | ihde1990 | ippolito2009 | jankowski2009 | kirschenbaum2010c | kirschenbaum2008 | kirschenbaum2010f | knorr1999 | liu2004a | liu2011c | livingstone2003 | livingstone2009 | martin2003 | mccarty2003a | mcpherson2009 | nakamura2006 | nakamura2010 | noble2001 | nowviskie2010c | nowviskie2010d | nussbaum2010 | parks2011 | parry2010 | prescott2010a | prescott2010b | price2011 | raben1991 | rafael1994 | ramsay2010b | ramsay2011a | ramsay2011b | repko2008 | rockwell2002 | rockwell2010 | rockwell | rodgers2010 | romanyshyn1989 | ross2009 | ross2010a | sample2010a | sample2010b | scheinfeldt2010b | schreibman2004a | shanks2008 | scout2006 | sinclair2010 | silver2006 | sturken2004 | svensson2008 | svensson2009 | svensson2010 | svensson2011a | terras2010 | trettien2010 | turner2006a | unsworth2010 | weber2005 | winner2004 | woodward2009 | zorich2008 | humanities | atkins2003 | digging2011 | simpson | manifesto2008 | manifesto2009 | ucosc2007 | hastac | tamu | presner2009a | presner2009b | unsworth2006 | white2011a | williams2010 | wikipedia_dh | smith2009a	1
113	"Ciccoricco, David"	2012	"The Materialities of Close Reading: 1942, 1959, 2009"	Digital Humanities Quarterly	"This article identifies some of the popular and historical contradictions inherent to the very notion of close reading digital literature, and puts forth an updated conception of what the author argues continues to be a vital practice of literary study. More specifically, it establishes continuities between a pre-digital historical conception of close reading and the sort of materially-conscious hermeneutics that digital textuality requires. The author applies the updated conception of close reading digital literature to Steve Tomasula's TOC , a self-described new media novel."	aarseth1997 | balfour2005 | barth1988 | bell2010a | berressem2002 | bois1996 | bootz2006 | brooks1960 | ciccoricco2007 | ensslin2010 | fry2000 | funkhouser2008 | gallop2007 | genette1997 | gillespie1998 | habib2005 | hayles2002 | hayles2007a | hayles2008a | hirsch1976 | joyce1997 | kirschenbaum2001 | larsen2000 | mateas2006 | miles2000 | miller1982 | moulthrop1991 | newman2010 | olsen2005a | palmer1969 | parker2001a | phelan2007 | ransom1937 | raley2002b | richards1926 | richards1952 | richards1954 | russo1998 | ryman1995 | simanowski2009b | sloane2000 | stefans2005 | sondheim2001 | tabbi2003 | tabbi2009 | tomasula2009 | tosca2000 | warren1995 | wellek1995	1
114	"Siemens, Lynne"	2013	Developing Academic Capacity in Digital Humanities: Thoughts from the Canadian Community	Digital Humanities Quarterly	"Despite DHâ€™s long history, it is still perceived as a relatively emergent academic discipline which has several implications for its ongoing development and acceptance. In order to understand its role in supporting the fieldâ€™s development and acceptance, SSHRC commissioned a survey of the larger Humanities and Social Scienceâ€™s community to understand the issues related to DHâ€™s development and acceptance and the types of activities that should be funded. The survey results suggest there is reason for optimism regarding the growing acceptance of digital methods, resources and tools and electronic dissemination as instructors, researchers, and students are using and publishing in digital outlets and creating and employing digital recourses, methods and tools andventuring into new research fields. This trend is likely to continue as students and younger scholars continue to embrace the digital in all aspects of their personal and professional lives. However, this optimism should be tempered to some extent as students and junior faculty are still less likely than associate professors to present and publish their digital-oriented research for a variety of reasons. The fieldâ€™s more senior faculty can mentor their junior colleagues and students to this end and shape salary, tenure and promotion policies to recognize and reward these efforts. Finally, issues remain around the amount of funding required for the initial development and ongoing sustainability and relevance of digital resources and may become more critical over time. Granting agencies will need to evaluate their funding role in this regard."	adho2011 | adho | archer1999 | computers | computing | babeu2011 | borgman2009 | cfi2010 | cfhss2011 | conway2010a | csstc2006 | flanders2009 | glaser1967 | guthrie2008 | hackett2005 | harley2010 | hoover2011 | shakespeare2010 | juola2008 | kirschenbaum2010c | kretzschmar2009 | marshall1999 | mccarty2011 | mckie2002 | mla2002 | mla2003 | mla2010 | neh2010 | odh2010 | pannapacker2011 | pkp | price2010 | ramsay2011b | ramsay2011c | network2010 | reside2011 | scholars2011 | schonfeld2010 | schreibman2010 | siemens2002 | spiro2010 | sshrc2010 | mellon2011 | unsworth2007 | winter1999 | wwp_seminars	1
115	"Wu, Yung-Hsing"	2013	"Kindling, Disappearing, Reading"	Digital Humanities Quarterly	"Where will all the books go? A version of that question has occupied commentary about Amazonâ€™s Kindle since news of its release first made its way to public attention in September 2007. Posed out of curiosity, excitement, as well as trepidation, the question includes anxiety about the re-invention of reading embodied by new features and the intricacies of downloading policy. In this essay, I focus on disappearance for the ways in which it indexes concerns about the Kindleâ€™s material impact on reading. Tracking these concerns, I turn to three major moments in the Kindleâ€™s biography in order to emphasize Amazonâ€™s investment in mimicking the transcendence associated with reading and the ways in which this investment is met, and at times exceeded, by readerly desires to possess that transcendence. That the very name Kindle should occasion parallels between e-reading and book burning, that Jeff Bezos should claim unobtrusiveness as the deviceâ€™s exemplary feature, and that Amazonâ€™s unannounced deletions of Orwellâ€™s 1984 from thousands of Kindle libraries should meet with such ire, makes visible the two ideologies of reading â€” on the one hand, the invaluable (because ephemeral) force of reading and on the other, reading as a relation of ownership and agency â€” that stand in both an uneasy and profitable tension for Amazon and its reader-consumers."	customer1996a | customer1996b | customer2010a | customer2010b | amazonkindle | amazon2009 | amazon2000 | gaiman | handler | morrison | brain2009 | anonymous2010 | arnold2009 | atlantic2010 | basten2009 | bella2010 | benjamin1969 | bezos2009 | birkerts1994 | boblenx2010 | bolter1999 | borenstein2007 | bordieu1984 | bremner2008 | carr2011a | carrieb2009 | catcher2011 | cook2010 | edwards2011 | fulton2011 | gonsalves2008 | heller | herdener2008 | higby2009 | hilbert2009 | jean2009 | jimiwine2007 | john2011 | kafka2010 | kdbrewer2011 | kimberly2009 | king1980 | king1985 | king2006 | king2010 | king2010b | king2009a | lascowicz2008 | lee2009 | levy2007a | manco82_2011 | mastrangelo2011 | mcgann1991 | mcmillan2010a | mohns2008 | nom-de-nick2011 | partin2011 | poppabear2010 | postcall2009 | rodgers2007 | king.com2009 | striphas2010a | striphas2010b | swaty2011 | swystun2011 | tate2011 | tharp2009 | theis2008 | thurrott2010 | thurrott2007 | turiya2008 | vonray2009 | white2009 | whitearrow2010a | whitearrow2010b | wickham2009 | wilson2007a | wolfe2008	1
116	"Mostern, Ruth | Gainor, Elana"	2013	"Traveling the Silk Road on a Virtual Globe: Pedagogy, Technology and Evaluation for Spatial History"	Digital Humanities Quarterly	"This article describes the authorsâ€™ experience teaching college students how to use Google Earth to create atlases of historical Silk Road journeys. It argues that a digital humanities classroom, with clearly defined assignments and extensive evaluation, is an exemplary setting for establishing and verifying genre conventions and review standards. Approaches that are developed for the classroom can be modified for professional settings. The authors introduce criteria for evaluating digital historical atlases as works of humanistic scholarship, and suggest that digital humanists do the same for other disciplines and genres as well."	anderson2011 | beyer2007 | bodenhamer2010 | braudel1980 | broad2003 | carter1988 | christian2004 | curry2005 | darnton2010 | dear2011 | fish2011a | fitzpatrick2011a | gregory2010 | grossner2010 | hull2005 | ingold1993 | massey2005 | mbembe2000 | mcgann2011 | mostern2010 | mostern2008b | council2006a | nowviskie2011a | richardson2011 | rockwell2011a | sewell2005	1
117	"Walsh, John A."	2012	Comic Book Markup Language: An Introduction and Rationale	Digital Humanities Quarterly	"Comics, comic books, and graphic novels are increasingly the target of seriously scholarly attention in the humanities. Moreover, comic books are exceptionally complex documents, with intricate relationships between pictorial and textual elements and a wide variety of content types within a single comic book publication. The complexity of these documents, their combination of textual and pictorial elements, and the collaborative nature of their production shares much in common with other complex documents studied by humanistsâ€”illuminated manuscripts, artistsâ€™ books, illustrated poems like those of William Blake, letterpress productions like those of the Kelmscott Press, illustrated childrenâ€™s books, and even Web pages and other born-digital media. Comic Book Markup Language, or CBML, is a TEI-based XML vocabulary for encoding and analyzing comic books, comics, graphic novels, and related documents. This article discusses the goals and motivations for developing CBML, reviews the various content types found in comic book publications, provides an overview and examples of the key features of the CBML XML vocabulary, explores some of the problems and challenges in the encoding and digital representation of comic books, and outlines plans for future work. The structural, textual, visual, and bibliographic complexity of comic books make them an excellent subject for the general study of complex documents, especially documents combining pictorial and textual elements."	aldama2009 | abbott1986 | barnes2012 | bendis2001 | bigjim1976 | bullpen_bulletins1970 | burgos1941 | avengers_v3_27 | avengers_v3_34 | capitanio2010 | carlin2005 | carrier2000 | cockrum1964 | conway1976 | coogan2006 | crown1967 | david2008 | diliddo2009 | drucker2008 | drucker2009c | eisner1985 | emad2006 | fantastic_comics24 | flanders2005 | foom1973 | gibbons2009 | gordon2007 | grit1969 | hatfield2005 | highsmith1993 | hoffmann1988 | huebner2009 | ics1968 | jacobs2007 | heer2008 | x-men17ms | x-men17 | captain_america_193 | kunzle2007 | kuskin2008 | lee1941 | lee1961 | amazing_fantasy_15 | amazing_spider-man_5 | lee1963 | lee1966 | tos084 | captain_america_111 | lee1969 | lee2007a | llull1990 | matz2004 | mclain2009 | mccloud1993 | mcgann2001a | moldoff1940 | moore1987 | moretti2000 | morrison2000 | norton2003 | pratt2009 | ranker2007 | rust2008 | selznick2007 | captain_america_1 | soundTEI | sperbergmcqueen2000 | tei.ch23.2010 | tei2010 | thomas1964 | wanzo2009 | whitson2007 | bray2008 | wright2001	1
118	"Holloway-Attaway, Lissa"	2012	Beyond Representation: Embodied Expression and Social Me-dia	Digital Humanities Quarterly	"The contemporary digital media ecology is one of convergence and hybridity. As virtual and technical interfaces intersect in increasingly complex formulations, the ability to identify organic vs. technical forms has become problematic. Virtual environments predominate within everyday cultural practice arguably limiting real or unmediated human experience. The advent of social media artifacts and networks in particular â€” those that create fusions of personal experience and communal activity and that support and broadcast user-generated content as a foundation for media productions of real-life â€” have made organic bodies and personal experience difficult to discern. Extending Mark B.N. Hansenâ€™s model for identifying embodied experience within contemporary mixed reality culture, I argue that embodied expression is more, not less, present in the contemporary media age. Organic expressions, those that emanate from primal, tactile, and motile forces and that operate prior to formal mediatization, are at the core of many social media artifacts circulated within the networks of contemporary culture and operating outside the aesthetics of traditional semiotic representation. Recovering the organic body and foregrounding its presence in such media asserts the functional non-aesthetic principles at work in many social media forms, particularly in those dependant on documenting the minutiae of real-life under-represented in mainstream and traditional media. As personal and public spaces collide, situating the me or the embodied subject within production is problematic. I identify such embodiment within contemporary social media, particularly on YouTube, to illustrate that the human body does not operate from a position of erasure within social media networks and artifacts, and its expressive value is therefore central in much current user-generated me-dia."	aarseth1997 | andrews2003 | barlow1996 | bolter1991 | bolter2001 | bolter2003a | bruns2008a | burgessandgreen2009 | cayley2006 | hansen2006a | haraway1991 | hayles1999 | hayles2002 | jackson1995 | landow1992 | lange2009 | lanham1993 | lessig2004 | montfort2005 | murray1997 | petersandseier2004 | raley2002a | snickarsandvonderau2009 | stefans1999 | strickland2002 | thacker2004 | uribe2004	1
119	"Bellamy, Craig"		The Sound of Many Hands Clapping: Teaching the Digital Humanities through Virtual Research Environment (VREs)	Digital Humanities Quarterly	"At the core of the work done within the digital humanities is a difficult interdisciplinary relationship between the at times divergent cognate fields of computer science and the humanities. This paper will explore some of the characteristics of the digital humanities and examine some of its hard interdisciplinarity relationships. It is the contention of the author that one of the central epistemological challenges within the field is to empower students to successfully manage the thorny interdisciplinary relationship intrinsic to technology and the humanities. Without understanding and managing this relationship, there is a danger that student projects lapse into exceedingly reductive pragmatism or overly theorised clumsiness. The author will suggest a model where this hard-interdisciplinary relationship may be taught and assessed through the critical use and analysis of digital objects within the framework of a Virtual Research Environments (VREs)."	auselit2011 | beane2007 | bowman2011 | busa2005 | bush1945 | crane2011 | davidson2007 | deegan2011 | eaquaproject2011 | engelbart1962 | finerolls2011 | goldberg2007 | maciuka2011 | nelson1965 | ramsay2011b | mccarty2005 | price1979 | rockwell2011b | rockwell2009 | tlg2011	1
120	"Evens, Aden"	2012	Web 2.0 and the Ontology of the Digital	Digital Humanities Quarterly	"While much valuable scholarship on the digital focuses on particular artifacts or historical processes or subcultures, this essay offers a preliminary treatment of the digital in general, proposing that the digital has its own ontology, a way of being, and that this ontology is manifest in the technologies and human relations that define and surround the digital. In particular, the digital places a central emphasis on abstraction, and digital artifacts and culture demonstrate this ontology of abstraction even while remaining concrete. The kinds of social structures grouped under the label Web 2.0 exemplify the materialized abstraction of the digital, and this essay points out the formal and technical features of the digital that carry the abstract nature of the binary code into the human relations and behaviors of Web 2.0."	bruns2008b | drucker2001 | galloway2006b | hansen2004a | hayles1993 | kirschenbaum2008 | lanier2010 | liu2004 | manovich2001	1
121	"Bradley, John"	2012	"Towards a Richer Sense of Digital Annotation: Moving Beyond a ""Media"" Orientation of the Annotation of Digital Objects"	Digital Humanities Quarterly	"Digital technology often gives us the chance to re-conceive common scholarly practices with the humanities, and one of these is the practice of annotation. Whereas many in the digital humanities look at annotation through the lens of social media, in this paper we consider annotationâ€™s already established function in scholarship: to support the development of an interpretation of a body of material. It begins by applying a â€œsoftware applicationâ€ù perspective to annotation and it notes that personal annotation sits at the nexus between the publishing application of the material being annotated, and an interpretation development application that aims to support the readerâ€™s thinking. Once this application orientation is taken up, it becomes evident that it is useful to re-conceptualise aspects of annotation beyond the annotation-of-media focus which the World Wide Web has encouraged in all of us. The paper does this by considering annotation in an application that is not media oriented in nature, Northwestern Universityâ€™s WordHoard, and it explores some of the significance of annotation where the applicationâ€™s data model â€“ with its inherent semantic significance â€“ is available to be annotated. There is a growing interest in thinking of the WWW as a delivery mechanism for software applications rather than merely for documents, and thus many of the issues that this paper raises could apply to the work of web-oriented developers too."	AgnostiAndFerro2007 | AO2012 | Birsan2005 | bradley2008a | bradley2008c | Bradley2008b | BradleyHill2011 | BrockmanEtAl2001 | CiccareseEtAl2010 | Cohen2008b | DM2012 | Eclipse2011 | Hunter2009b | JacobsAndWalsh2004 | LassilaAndSwick1999 | Marshall1998 | MarshallAndBush2004 | Moretti2005 | OAC2011 | OntoText2011 | Bradley2006 | Salsah2012 | SandersonAndVanDeSompel2011 | SignerAndNorrie2009 | Tennison2011 | TILE2011 | VictoriaAndAlbert | WermelingerAndYu2008 | WordHoard2004-11 | Zotero2012	1
122	"Boluk, Stephanie | LeMieux, Patrick"	2012	Stretched Skulls: Anamorphic Games and the memento mortem mortis	Digital Humanities Quarterly	"From Hans Holbeinâ€™s The Ambassadors to Robert Lazzariniâ€™s skulls, anamorphic artworks explore the tension between mathematical models of vision and an embodied experience of space. After reviewing the ways in which anamorphosis has been deployed as a philosophical tool for investigating digital media in terms of human phenomenology, specifically through the criticism of Espen Aarseth and Mark Hansen, this paper analyzes how contemporary videogames like Sonyâ€™s Echochrome series, levelHead by Julian Oliver, and Mark ten Boschâ€™s forthcoming Miegakure technically, aesthetically, and conceptually explore anamorphic techniques. While The Ambassadors is famous for its anamorphically skewed skull, a classic memento mori, we propose that the anamorphic effects of videogames can be more accurately described as a memento mortem mortis: not reminders of human mortality, but of a nonhuman the death of death. By foregrounding the impossibility of ever fully resolving the human experience of computational space, the memento mortem mortis in these anamorphic games gestures toward experiential domains altogether indifferent to human phenomenology to create allegories of the beyond."	aarseth1997 | bogost2012 | bolter1999 | bryant2010 | caillois2001 | clark1998 | damisch1995 | deleuze1986 | friedberg2006 | galloway2006a | hansen2006a | harman2002 | harpold2009 | henderson1984 | iwata2011 | kirsh1994 | lacan1998 | mccormick2011 | meillassoux2008 | mitchell1994b | nideffer2007 | oliver2009 | pliny | panofsky1996 | seaman2000 | sony2008 | tenbosch2011 | thacker2010	1
123	"Rockwell, Geoffrey | Organisciak, Peter | Meredith-Lobay, Megan | Ranaweera, Kamal | Ruecker, Stan | Nyhan, Julianne"	2012	The Design of an International Social Media Event: A Day in the Life of the Digital Humanities	Digital Humanities Quarterly	"A Day in the Life of the Digital Humanities (Day of DH) is a community documentation project that brings together digital humanists from around the world to document what they do on one day, typically March 18. The goal of the project, which has been run three times since 2009, is to bring together participants to reflect on the question, Just what do computing humanists really do? To do this, participants document their day through photographs and commentary using one of the Day of DH blogs set up for them. The collection of these journals (with links, tags, and comments) is, after editing, made available online. This paper discusses the design of this social project, from the ethical issues raised to the final web of journals and shares some of the lessons we have learned. One of the major challenges of social media is getting participation. We made participating easy by personally inviting a seed group, choosing an accessible technology, maintaining a light but constant level of communication prior to the event, and asking only for a single day of commitment. In addition, we tried to make participation at least rewarding in formal academic terms by structuring the Day of DH as a collaborative publication. In terms of improvements, we have over the iterations changed the handling ethics clearances for images and connected to other social media like Twitter."	ambulance2010 | life2010 | humanities2011 | words2010 | ayers1993 | ayers2003 | clement2008a | crane2006f | hockey2000 | holt2003 | mahoney2009 | mccarty2005 | mccarty1991 | suda2010 | taylor2005 | texttiles2010 | voyeur2010 | wordpress2010	1
124	"Stephens, Paul"	2012	From the Personal to the Proprietary: Conceptual Writing's Critique of Metadata	Digital Humanities Quarterly	"The past decade has seen a remarkable proliferation of new works of constrained and appropriated writing that prominently incorporate, and in turn investigate, metadata schemes. I argue that these works ought to be of considerable interest not only to critics of contemporary avant-garde writing â€” but also to media theorists, librarians and textual scholars. By emphasizing classification protocols, conceptual writing makes an implicit case for the interrelationship of these fields. Each of the four main books under discussion here â€” Tan Linâ€™s Seven Controlled Vocabularies, Craig Dworkinâ€™s Perverse Library, M. Nourbese Philipâ€™s Zong! and Simon Morrisâ€™ Getting Inside Jack Kerouacâ€™s Head â€” draws upon pre-existing textual archives. In doing so, these books suggest that processes of data storage, classification and transmission are key to how poetry is created, recognized and disseminated. Conceptual writingâ€™s attention to information classification protocols offers not only a critique of contemporary models of authorship, but also of contemporary frameworks of personal agency and intellectual property."	adorno1974 | amerika2007 | andrews1984 | beaulieu2007 | belgrad1998 | belknap2004 | benzon2010 | boon2010 | bourriaud2002 | bowker1999 | boyne2006 | brown2009e | calvino1988 | coolidge1982 | davidson2004 | drucker2010 | dworkin2011 | dworkin2009 | dworkin2010 | eco2009 | evans2010b | fitterman2009 | place2009 | fitterman2011 | gordon2006 | gilliland2008 | goldsmith2009 | goldsmith2008 | goldsmith2005 | graham2009 | heller-roazen2002 | hunt2009 | kerouac2007 | kirschenbaum2008 | lessig2008 | lin2007 | lin2010a | lin2010b | lin2010c | lin2010d | lytras2009 | manovich2001 | mcgann2001a | mcleod2011 | mcneely2008 | meltzer2006 | moorekerouac | morris2010 | morris2009 | morris2005 | morris2011 | block2001 | perec1997 | perloff2010 | philip2008 | ramsay2004 | saint-amour2011 | sante2007 | silliman1987 | shanken2004 | snelson2010 | stephens2009 | timmons2010 | vesna2007 | weinbren2007 | whitelaw2008 | wright2007	1
125	"Causer, Tim | Wallace, Valerie"	2012	Building A Volunteer Community: Results and Findings from Transcribe Bentham	Digital Humanities Quarterly	"This paper contributes to the literature examining the burgeoning field of academic crowdsourcing, by analysing the results of the crowdsourced manuscript transcription project, Transcribe Bentham. First, it describes how the project team sought to recruit volunteer transcribers to take part, and discusses which strategies were successes (and which were not). We then examine Transcribe Bentham's results during its six-month testing period (8 September 2010 to 8 March 2011), which include a detailed quantitative and qualitative analysis of website statistics, work completed by the amateur transcribers, as well as the demographics of the volunteer base and their motivations for taking part. The paper concludes by discussing the success of our community building with reference to this analysis. We find that Transcribe Bentham's volunteer transcribers have produced a remarkable amount of work â€“ and continue to do so, carrying out the equivalent labour of a full-time transcriber â€“ despite the nature and complexity of the task at hand."	achaleke2011 | beals2010 | bennett2010a | phenology2010 | brumfield2011 | causer2012 | chester2010 | cohen2010c | cunnane2010 | dunning2011 | elken2011 | indexing | haythornthwaite2009 | holley2009a | holley2010 | kinchen2011 | moyle2011 | mroz2010 | weather | oomen2011 | organisciak2010 | raddick2010 | romeo2011 | schofield2009a | shaw2010 | war | winters2011	1
126	"Johnston, John"	2012	Webbots and Machinic Agency	Digital Humanities Quarterly	"Malware and criminal operations performed by botnets on the Internet not only pose a new threat, but also point to our increasing reliance upon a new form of machinic agency, which I call the webbot assemblage. Whereas news media coverage of its operations considers only their human aspects, mostly in relation to crime and cyberterrorism, Daniel Suarez's recent novel Daemon provides a suggestive glimpse into how, in a webbot assemblage, new forms of human and machinic agency are complexly intricated. The significance of this assemblage becomes further evident when it is considered in relation to how the Internet is increasingly perceived: no longer as a neutral medium but as an ecosystem defined by netwar, software arms races, and the possible evolution of low forms of artificial life."	adhikan2010 | arquilla2001 | barns2006 | carr2010 | carr2010b | cheong1996 | davis2009 | deleuze1987a | dyson1997 | falliere2011 | gross2011 | hogland2006 | jackson2008 | johnston2008 | johnston2009 | johnston2010 | mcmillan2010b | menn2010 | mills2010 | obama2009 | parikka2009 | schiller2007 | suarez2008 | suarez2008b | suarez2010	1
127	"Rosenbloom, Paul S."	2012	Towards a Conceptual Framework for the Digital Humanities	Digital Humanities Quarterly	"The concept of a great scientific domain broadens what is normally considered to be within the purview of science while identifying four such domains â€“ the physical, life, social and computing sciences â€“ and suggesting that the humanities naturally fit within the sciences as part of an expanded social domain. The relational architecture that has been developed to aid in understanding disciplinary combinations across great scientific domains then guides an exploration of the structure and content of the digital humanities in terms of a space of relationships between computing and the humanities."	austen1818 | denning2009 | hansson2008 | etzioni2007 | feyerabend1975 | kuhn1962 | lakatos1978 | luyckx2006 | manurung2000 | marino2006 | mccorduck1990 | perez2007 | popper1959 | rosenbloom2004 | rosenbloom2009 | rosenbloom2010 | rosenbloom2012 | simon1969 | svensson2010	1
