Article ID	Pub. Year	Authors	Affiliations	Authors with Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000529	2020	George Aaron Broadwell | Moisés García Guzmán | Brook Danielle Lillehaugen | Felipe H. Lopez | May Helena Plumb | Mike Zarafonetis	University of Florida | pueblo of San Jerónimo Tlacochahuaya | Haverford College | Haverford College Libraries | University of Texas at Austin | Haverford College Libraries	George Aaron Broadwell, University of Florida; Moisés García Guzmán, pueblo of San Jerónimo Tlacochahuaya; Brook Danielle Lillehaugen, Haverford College; Felipe H. Lopez, Haverford College Libraries; May Helena Plumb, University of Texas at Austin; Mike Zarafonetis, Haverford College Libraries	Ticha: Collaboration with Indigenous communities to build digital resources on Zapotec language and history	000491	000327	000622	000034	000425	000029	000215	000667	000035	000842	https://dhq.digitalhumanities.org/vol/14/4/000529/000529.html
000530	2021	Sucharita Sarkar	D.T.S.S. College of Commerce, Mumbai, India	Sucharita Sarkar, D.T.S.S. College of Commerce, Mumbai, India	A Review of Intergenerational Connections in Digital Families	000202	000562	000271	000201	000842	000535	000499	000761	000298	000209	https://dhq.digitalhumanities.org/vol/15/1/000530/000530.html
000531	2020	Hannah Alpert-Abrams | Clayton McCarl	Independent Scholar | University of North Florida	Hannah Alpert-Abrams, Independent Scholar; Clayton McCarl, University of North Florida	Introduction: Digital Humanities & Colonial Latin American Studies	000543	000591	000077	000529	000483	000680	000147	000667	000777	000233	https://dhq.digitalhumanities.org/vol/14/4/000531/000531.html
000532	2020	Manuel Burghardt | Adelheid Heftberger | Johannes Pause | Niels-Oliver Walkowski | Matthias Zeppelzauer	Leipzig University, Germany | Bundesarchiv, Germany | Université du Luxembourg, Luxembourg | Université du Luxembourg, Luxembourg | St. Pölten University, Austria	Manuel Burghardt, Leipzig University, Germany; Adelheid Heftberger, Bundesarchiv, Germany; Johannes Pause, Université du Luxembourg, Luxembourg; Niels-Oliver Walkowski, Université du Luxembourg, Luxembourg; Matthias Zeppelzauer, St. Pölten University, Austria	Film and Video Analysis in the Digital Humanities – An Interdisciplinary Dialog	000497	000173	000193	000379	000386	000324	000047	000002	000541	000542	https://dhq.digitalhumanities.org/vol/14/4/000532/000532.html
000533	2020	Minh Hua | Rita Raley	University of California, Santa Barbara | University of California, Santa Barbara	Minh Hua, University of California, Santa Barbara; Rita Raley, University of California, Santa Barbara	Playing With Unicorns: AI Dungeon and Citizen NLP	000165	000628	000033	000757	000032	000705	000204	000849	000490	000323	https://dhq.digitalhumanities.org/vol/14/4/000533/000533.html
000534	2021	Melanie Conroy	The University of Memphis	Melanie Conroy, The University of Memphis	Networks, Maps, and Time: Visualizing Historical Networks Using Palladio	000067	000281	000402	000190	000562	000205	000091	000819	000400	000195	https://dhq.digitalhumanities.org/vol/15/1/000534/000534.html
000535	2021	Nanditha Narayanamoorthy	York University	Nanditha Narayanamoorthy, York University	A Review of Twitter and Tear Gas	000761	000629	000416	000769	000634	000590	000630	000271	000776	000530	https://dhq.digitalhumanities.org/vol/15/1/000535/000535.html
000536	2021	Samantha Fritz | Ian Milligan | Nick Ruest | Jimmy Lin	Department of History, University of Waterloo | Department of History, University of Waterloo | Digital Scholarship Infrastructure Department, York Univeristy | David R. Cheriton School of Computer Science, University of Waterloo	Samantha Fritz, Department of History, University of Waterloo; Ian Milligan, Department of History, University of Waterloo; Nick Ruest, Digital Scholarship Infrastructure Department, York Univeristy; Jimmy Lin, David R. Cheriton School of Computer Science, University of Waterloo	Fostering Community Engagement through Datathon Events: The Archives Unleashed Experience	000491	000424	000227	000129	000156	000425	000125	000327	000202	000372	https://dhq.digitalhumanities.org/vol/15/1/000536/000536.html
000537	2021	Hazel Wilkinson | James Briggs | Dirk Gorissen	University of Birmingham, UK | Graphcore | Machine Learning Ltd.	Hazel Wilkinson, University of Birmingham, UK; James Briggs, Graphcore; Dirk Gorissen, Machine Learning Ltd.	Computer Vision and the Creation of a Database of Printers’ Ornaments	000372	000108	000227	000678	000599	000240	000265	000003	000061	000327	https://dhq.digitalhumanities.org/vol/15/1/000537/000537.html
000538	2021	Gloria Mugelli | Federico Boschetti | Andrea Bellandi | Riccardo Del Gratta | Anas Fahad Khan | Andrea Taddei	Laboratorio di Antropologia del Mondo Antico, Università di Pisa | CoPhiLab, ILC, CNR Pisa | CoPhiLab, ILC, CNR Pisa | CoPhiLab, ILC, CNR Pisa | CoPhiLab, ILC, CNR Pisa | Laboratorio di Antropologia del Mondo Antico, Università di Pisa	Gloria Mugelli, Laboratorio di Antropologia del Mondo Antico, Università di Pisa; Federico Boschetti, CoPhiLab, ILC, CNR Pisa; Andrea Bellandi, CoPhiLab, ILC, CNR Pisa; Riccardo Del Gratta, CoPhiLab, ILC, CNR Pisa; Anas Fahad Khan, CoPhiLab, ILC, CNR Pisa; Andrea Taddei, Laboratorio di Antropologia del Mondo Antico, Università di Pisa	Annotating ritual in ancient Greek tragedy: a bottom-up approach in action	000507	000227	000355	000056	000447	000173	000272	000247	000031	000381	https://dhq.digitalhumanities.org/vol/15/1/000538/000538.html
000539	2021	Giulia Benotto	Extra Group	Giulia Benotto, Extra Group	Can an author style be unveiled through word distribution?	000566	000295	000146	000012	000286	000229	000203	000147	000606	000115	https://dhq.digitalhumanities.org/vol/15/1/000539/000539.html
000540	2021	Alison Langmead | Christopher J. Nygren | Paul Rodriguez | Alan Craig	University of Pittsburgh | University of Pittsburgh | San Diego Supercomputer Center | Independent Consultant and Researcher	Alison Langmead, University of Pittsburgh; Christopher J. Nygren, University of Pittsburgh; Paul Rodriguez, San Diego Supercomputer Center; Alan Craig, Independent Consultant and Researcher	Leonardo, Morelli, and the Computational Mirror	000029	000546	000372	000384	000537	000742	000074	000019	000735	000517	https://dhq.digitalhumanities.org/vol/15/1/000540/000540.html
000541	2021	Taylor Arnold | Stefania Scagliola | Lauren Tilton | Jasmijn Van Gorp	University of Richmond | Université du Luxembourg | University of Richmond | Utrecht University	Taylor Arnold, University of Richmond; Stefania Scagliola, Université du Luxembourg; Lauren Tilton, University of Richmond; Jasmijn Van Gorp, Utrecht University	Introduction: Special Issue on AudioVisual Data in DH	000193	000542	000521	000122	000507	000379	000409	000011	000332	000254	https://dhq.digitalhumanities.org/vol/15/1/000541/000541.html
000542	2021	Stefania Scagliola	Université du Luxembourg	Stefania Scagliola, Université du Luxembourg	Founding the Special Interest Group Audio-Visual in Digital Humanities: An Interview with Franciska de Jong, Martijn Kleppe, and Max Kemman	000541	000532	000507	000254	000193	000521	000369	000173	000091	000056	https://dhq.digitalhumanities.org/vol/15/1/000542/000542.html
000543	2021	Tracey El Hajj	University of Victoria	Tracey El Hajj, University of Victoria	Book Review: Digital Sound Studies (2018)	000531	000147	000233	000239	000253	000274	000542	000007	000591	000334	https://dhq.digitalhumanities.org/vol/15/1/000543/000543.html
000544	2021	Davor Lauc | Darko Vitek	Chair of Logic, Department of Philosophy, Faculty of Humanities and Social Sciences, University of Zagreb | Department of History, Centre of Croatian Studies, University of Zagreb	Davor Lauc, Chair of Logic, Department of Philosophy, Faculty of Humanities and Social Sciences, University of Zagreb; Darko Vitek, Department of History, Centre of Croatian Studies, University of Zagreb	Inferring standard name form, gender and nobility from historical texts using stable model semantics	000595	000381	000523	000333	000652	000272	000574	000538	000220	000405	https://dhq.digitalhumanities.org/vol/15/1/000544/000544.html
000545	2021	Edward Larkey	University of Maryland, Baltimore County	Edward Larkey, University of Maryland, Baltimore County	German Narratives in International Television Format Adaptations: Comparing Du und Ich (ZDF 2002) with Un Gars, Une Fille (Quebec 1997-2002)	000355	000338	000496	000448	000148	000495	000427	000440	000469	000434	https://dhq.digitalhumanities.org/vol/15/1/000545/000545.html
000546	2021	Giulia Freni	Classics Department, University of Siena	Giulia Freni, Classics Department, University of Siena	The First Steps of Digital Humanities: A Review of Tara L. Andrews and Caroline Macé’s Analysis of Ancient and Medieval Texts and Manuscripts: Digital Approaches	000071	000029	000620	000072	000047	000220	000374	000025	000184	000119	https://dhq.digitalhumanities.org/vol/15/3/000546/000546.html
000547	2021	Rabea Kleymann | Jan-Erik Stange	Leibniz Center for Literary and Cultural Research | Freie Universität Berlin	Rabea Kleymann, Leibniz Center for Literary and Cultural Research; Jan-Erik Stange, Freie Universität Berlin	Towards Hermeneutic Visualization in Digital Literary Studies	000193	000108	000703	000178	000341	000675	000414	000320	000871	000378	https://dhq.digitalhumanities.org/vol/15/2/000547/000547.html
000548	2021	Johannes Burgers	Ashoka University	Johannes Burgers, Ashoka University	Imagining the Continuously Present Past: Visualizing William Faulkner’s Narratives and Digital Yoknapatawpha	000227	000323	000019	000178	000327	000179	000387	000683	000047	000220	https://dhq.digitalhumanities.org/vol/15/2/000548/000548.html
000549	2021	Silvia Piccini | Andrea Bellandi | Emiliano Giovannetti	Institute for Computational Linguistics | Institute for Computational Linguistics | Institute for Computational Linguistics	Silvia Piccini, Institute for Computational Linguistics; Andrea Bellandi, Institute for Computational Linguistics; Emiliano Giovannetti, Institute for Computational Linguistics	A Model for Representing Diachronic Terminologies: the Saussure Case Study	000547	000279	000661	000515	000523	000465	000447	000169	000245	000620	https://dhq.digitalhumanities.org/vol/15/3/000549/000549.html
000550	2022	Jaap Verheul | Hannu Salmi | Martin Riedl | Asko Nivala | Lorella Viola | Jana Keck | Emily Bell	Utrecht University | University of Turku | University of Stuttgart | University of Turku | University of Luxembourg | German Historical Institute Washington | University of Leeds	Jaap Verheul, Utrecht University; Hannu Salmi, University of Turku; Martin Riedl, University of Stuttgart; Asko Nivala, University of Turku; Lorella Viola, University of Luxembourg; Jana Keck, German Historical Institute Washington; Emily Bell, University of Leeds	Using word vector models to trace conceptual change over time and space in historical newspapers, 1840–1914	000649	000490	000003	000263	000790	000034	000035	000029	000682	000458	https://dhq.digitalhumanities.org/vol/16/2/000550/000550.html
000551	2021	Marco Büchler	Institut für Angewandte Informatik (InfAI)	Marco Büchler, Institut für Angewandte Informatik (InfAI)	Introduction to Göttingen Dialogues 2016	000169	000670	000728	000646	000510	000624	000522	000425	000472	000805	https://dhq.digitalhumanities.org/vol/15/1/000551/000551.html
000552	2021	Mary Mcaleer Balkun | Diana Hope Polley	Seton Hall University | United States Air Force Academy	Mary Mcaleer Balkun, Seton Hall University; Diana Hope Polley, United States Air Force Academy	Going Digital: Teaching Crevecoeur in the Twenty-First Century	000660	000047	000455	000040	000084	000370	000516	000227	000089	000077	https://dhq.digitalhumanities.org/vol/15/2/000552/000552.html
000553	2021	David Lassner | Anne Baillot | Sergej Dogadov | Klaus-Robert Müller | Shinichi Nakajima	Machine Learning Group, Technische Universität Berlin | Le Mans Université | Machine Learning Group, Technische Universität Berlin | Machine Learning Group, Technische Universität Berlin; Berlin Big Data Center; Germany Department of Brain and Cognitive Engineering, Korea University; Max-Planck-Institut für Informatik; Germany Berliner Zentrum für Maschinelles Lernen | Machine Learning Group, Technische Universität Berlin; Germany Berlin Big Data Center; RIKEN Center for AIP	David Lassner, Machine Learning Group, Technische Universität Berlin; Anne Baillot, Le Mans Université; Sergej Dogadov, Machine Learning Group, Technische Universität Berlin; Klaus-Robert Müller, Machine Learning Group, Technische Universität Berlin; Berlin Big Data Center; Germany Department of Brain and Cognitive Engineering, Korea University; Max-Planck-Institut für Informatik; Germany Berliner Zentrum für Maschinelles Lernen; Shinichi Nakajima, Machine Learning Group, Technische Universität Berlin; Germany Berlin Big Data Center; RIKEN Center for AIP	Automatic Identification of Types of Alterations in Historical Manuscripts	000412	000555	000583	000469	000738	000043	000187	000056	000684	000517	https://dhq.digitalhumanities.org/vol/15/2/000553/000553.html
000554	2021	Christian Howard-Sukhil | Samantha Wallace | Ankita Chakrabarti	University of California, Berkeley | University of Virginia | University of Virginia	Christian Howard-Sukhil, University of California, Berkeley; Samantha Wallace, University of Virginia; Ankita Chakrabarti, University of Virginia	Developing Research through Podcasts: Circulating Spaces, A Case Study	000336	000173	000193	000114	000320	000056	000542	000108	000401	000260	https://dhq.digitalhumanities.org/vol/15/3/000554/000554.html
000555	2020	James Dobson	Dartmouth College	James Dobson, Dartmouth College	Interpretable Outputs: Criteria for Machine Learning in the Humanities	000126	000469	000043	000583	000019	000146	000684	000195	000517	000553	https://dhq.digitalhumanities.org/vol/15/2/000555/000555.html
000556	2021	Matthew Lavin	Data Analytics Program, Denison University	Matthew Lavin, Data Analytics Program, Denison University	Why Digital Humanists Should Emphasize Situated Data over Capta	000193	000001	000465	000457	000541	000689	000172	000109	000488	000135	https://dhq.digitalhumanities.org/vol/15/2/000556/000556.html
000557	2021	Hanna Musiol	Norwegian University of Science and Technology	Hanna Musiol, Norwegian University of Science and Technology	Beyond the Word: Immersion, Art, and Theory in Environmental and Digital Humanities Prototyping	000193	000239	000421	000306	000521	000177	000305	000494	000077	000570	https://dhq.digitalhumanities.org/vol/15/2/000557/000557.html
000558	2021	Aditi Nafde | Matt Coneys Wainwright | Kate Court | Fiona Galston | James Cummings | Tiago Sousa Garcia	Newcastle University | Newcastle University | Newcastle University | Newcastle University | Newcastle University | Newcastle University	Aditi Nafde, Newcastle University; Matt Coneys Wainwright, Newcastle University; Kate Court, Newcastle University; Fiona Galston, Newcastle University; James Cummings, Newcastle University; Tiago Sousa Garcia, Newcastle University	Hands-On Reading: An Experiment in Slow Digital Reading	000414	000356	000405	000599	000058	000313	000227	000265	000537	000479	https://dhq.digitalhumanities.org/vol/15/2/000558/000558.html
000559	2021	Dena Shamsizadeh Hayatdavoodi | Niloofar Razavi | Mehrdad Qayyoomi Bidhendi	Shahid Beheshti University | Faculty of Architecture & Urban Planning, Shahid Beheshti University | Faculty of Architecture & Urban Planning, Shahid Beheshti University	Dena Shamsizadeh Hayatdavoodi, Shahid Beheshti University; Niloofar Razavi, Faculty of Architecture & Urban Planning, Shahid Beheshti University; Mehrdad Qayyoomi Bidhendi, Faculty of Architecture & Urban Planning, Shahid Beheshti University	Probing Through Iranian Architectural History Within the Framework of an Ontology Development Process	000317	000808	000015	000070	000371	000540	000223	000161	000581	000359	https://dhq.digitalhumanities.org/vol/15/3/000559/000559.html
000560	2021	Sabine Lang | Björn Ommer	Interdisciplinary Center for Scientific Computing, Heidelberg Collaboratory for Image Processing, Heidelberg University | Interdisciplinary Center for Scientific Computing, Heidelberg Collaboratory for Image Processing, Heidelberg University	Sabine Lang, Interdisciplinary Center for Scientific Computing, Heidelberg Collaboratory for Image Processing, Heidelberg University; Björn Ommer, Interdisciplinary Center for Scientific Computing, Heidelberg Collaboratory for Image Processing, Heidelberg University	Transforming Information Into Knowledge: How Computational Methods Reshape Art History	000517	000740	000015	000011	000663	000521	000578	000540	000373	000742	https://dhq.digitalhumanities.org/vol/15/3/000560/000560.html
000561	2021	Roman Bleier	Centre for Information Modelling, University of Graz	Roman Bleier, Centre for Information Modelling, University of Graz	How to cite this digital edition?	000455	000017	000552	000047	000035	000662	000040	000370	000668	000046	https://dhq.digitalhumanities.org/vol/15/3/000561/000561.html
000562	2022	Erik Simpson | Hannah L.P. Brown | Lana Sabb | Olly Shortell | James Lee	Grinnell College | Department of Psychology, University of Florida | Grinnell College | Prescott College | University of Cincinnati	Erik Simpson, Grinnell College; Hannah L.P. Brown, Department of Psychology, University of Florida; Lana Sabb, Grinnell College; Olly Shortell, Prescott College; James Lee, University of Cincinnati	Networked Cross-Dressing: A Digital Refashioning of Shakespearean Gender Subversion	000400	000289	000842	000244	000026	000614	000534	000161	000629	000623	https://dhq.digitalhumanities.org/vol/16/3/000562/000562.html
000563	2021	Chiara Palladino | Maryam Foradi | Tariq Yousef	Classics, Furman University | University of Leipzig | Institute of Computer Science, University of Leipzig	Chiara Palladino, Classics, Furman University; Maryam Foradi, University of Leipzig; Tariq Yousef, Institute of Computer Science, University of Leipzig	Translation Alignment for Historical Language Learning: a Case Study	000323	000436	000249	000683	000025	000404	000709	000337	000393	000314	https://dhq.digitalhumanities.org/vol/15/3/000563/000563.html
000564	2023	Ali M. Rahman	UC Santa Barbara	Ali M. Rahman, UC Santa Barbara	A Review of Oral Tradition and the Internet: Pathways of the Mind by John Miles Foley	000616	000180	000197	000128	000108	000103	000115	000140	000389	000162	https://dhq.digitalhumanities.org/vol/17/4/000564/000564.html
000565	2021	Ryan Cordell	University of Illinois Urbana-Champaign	Ryan Cordell, University of Illinois Urbana-Champaign	Review: Katherine Bode's A World of Fiction	000595	000144	000156	000428	000189	000206	000528	000197	000097	000778	https://dhq.digitalhumanities.org/vol/15/3/000565/000565.html
000566	2021	Sean Weidman | Aaren Pastor	Pennsylvania State University | Pennsylvania State University	Sean Weidman, Pennsylvania State University; Aaren Pastor, Pennsylvania State University	Modernism and Gender at the Limits of Stylometry	000146	000295	000012	000428	000286	000734	000229	000203	000539	000499	https://dhq.digitalhumanities.org/vol/15/4/000566/000566.html
000567	2021	Clayton McCarl	University of North Florida	Clayton McCarl, University of North Florida	An Approach to Designing Project-Based Digital Humanities Internships	000311	000119	000721	000167	000177	000077	000233	000320	000134	000833	https://dhq.digitalhumanities.org/vol/15/3/000567/000567.html
000568	2021	Bernadette Biedermann	University of Graz	Bernadette Biedermann, University of Graz	Virtual museums as an extended museum experience: Challenges and impacts for museology, digital humanities, museums and visitors – in times of (Coronavirus) crisis	000390	000066	000270	000034	000204	000122	000118	000410	000475	000049	https://dhq.digitalhumanities.org/vol/15/3/000568/000568.html
000569	2021	José Raposo | António Rito Silva | Manuel Portela	University of Lisbon, INESC-ID, IST | University of Lisbon, INESC-ID, IST | University of Coimbra, CLP-Centre for Portuguese Literature	José Raposo, University of Lisbon, INESC-ID, IST; António Rito Silva, University of Lisbon, INESC-ID, IST; Manuel Portela, University of Coimbra, CLP-Centre for Portuguese Literature	LdoD Visual - A Visual Reader for Fernando Pessoa’s Book of Disquiet: An In-Out-In Metaphor	000356	000547	000389	000819	000496	000414	000457	000242	000060	000205	https://dhq.digitalhumanities.org/vol/15/3/000569/000569.html
000570	2021	Francesca Benatti | Paul Gooding | Matthew Sillence	The Open University | University of Glasgow | University of East Anglia	Francesca Benatti, The Open University; Paul Gooding, University of Glasgow; Matthew Sillence, University of East Anglia	Learning Digital Humanities in a Community of Practice: the DEAR model of Postgraduate Research Training	000193	000315	000557	000177	000077	000532	000167	000311	000239	000047	https://dhq.digitalhumanities.org/vol/15/3/000570/000570.html
000571	2021	Doran Larson	Hamilton College	Doran Larson, Hamilton College	Prison Writer as Witness: Can DH Read for Social Justice?	000513	000189	000761	000003	000565	000380	000481	000865	000616	000640	https://dhq.digitalhumanities.org/vol/15/3/000571/000571.html
000572	2021	Jason Boyd	Ryerson University	Jason Boyd, Ryerson University	Digital Stages for Old Plays: A Review of Shakespeare’s Language in Digital Media: Old Words, New Tools	000327	000144	000150	000187	000192	000108	000175	000176	000362	000821	https://dhq.digitalhumanities.org/vol/15/3/000572/000572.html
000573	2024	Andrew A. Cashner	University of Rochester	Andrew A. Cashner, University of Rochester	Lilypond Music-Notation Software in the Digital-Humanities Toolbox	000202	000056	000593	000075	000052	000304	000025	000864	000275	000510	https://dhq.digitalhumanities.org/vol/18/2/000573/000573.html
000574	2021	Pierre Chastang | Sergio Torres Aguilar | Xavier Tannier	UVSQ-Université Paris-Saclay | UVSQ-Université Paris-Saclay | Sorbonne Université	Pierre Chastang, UVSQ-Université Paris-Saclay; Sergio Torres Aguilar, UVSQ-Université Paris-Saclay; Xavier Tannier, Sorbonne Université	A Named Entity Recognition Model for Medieval Latin Charters	000029	000523	000447	000197	000071	000381	000544	000140	000595	000062	https://dhq.digitalhumanities.org/vol/15/4/000574/000574.html
000575	2021	Tracy L. Barnett	University of Georgia	Tracy L. Barnett, University of Georgia	The Age Old Question: A Review of What is Digital History? by Hannu Salmi	000201	000471	000003	000253	000262	000302	000531	000334	000554	000114	https://dhq.digitalhumanities.org/vol/15/4/000575/000575.html
000576	2024	Jacob Pleasants	University of Oklahoma	Jacob Pleasants, University of Oklahoma	The Humans and Algorithms of Music Recommendation: A Review of Computing Taste (2022)	000740	000400	000382	000303	000011	000440	000658	000364	000504	000113	https://dhq.digitalhumanities.org/vol/18/2/000576/000576.html
000577	2022	Suphan Kirmizialtin | David Joseph Wrisley	NYU Abu Dhabi | NYU Abu Dhabi	Suphan Kirmizialtin, NYU Abu Dhabi; David Joseph Wrisley, NYU Abu Dhabi	Automated Transcription of Non-Latin Script Periodicals: A Case Study in the Ottoman Turkish Print Archive	000735	000451	000144	000333	000522	000755	000752	000581	000491	000003	https://dhq.digitalhumanities.org/vol/16/2/000577/000577.html
000578	2021	Benjamin Lee	The Library of Congress & The University of Washington	Benjamin Lee, The Library of Congress & The University of Washington	Compounded Mediation: A Data Archaeology of the Newspaper Navigator Dataset	000034	000327	000108	000448	000383	000373	000744	000756	000681	000227	https://dhq.digitalhumanities.org/vol/15/4/000578/000578.html
000579	2021	Erik Ketzan | Christof Schöch	Trinity College Dublin | University of Trier	Erik Ketzan, Trinity College Dublin; Christof Schöch, University of Trier	Classifying and Contextualizing Edits in Variants with Coleto: Three Versions of Andy Weir’s The Martian	000687	000227	000602	000548	000203	000691	000281	000128	000126	000563	https://dhq.digitalhumanities.org/vol/15/4/000579/000579.html
000580	2024	Lili Wang | Tianxiang Chen	Harbin Engineering University | Harbin Engineering University	Lili Wang, Harbin Engineering University; Tianxiang Chen, Harbin Engineering University	Digital Methods in Literary Criticism: A Review of Digital Humanities and Literary Studies (2022)	000317	000262	000274	000207	000131	000140	000005	000171	000156	000147	https://dhq.digitalhumanities.org/vol/18/2/000580/000580.html
000581	2021	Nouf Alrasheed | Praveen Rao | Viviana Grieco	Department of Computer Science. & Electrical Engineering. University of Missouri-Kansas City | Department of Health Management & Informatics, Department of Electrical Engineering & Computer Science. University of Missouri-Columbia | Department of History. University of Missouri-Kansas City	Nouf Alrasheed, Department of Computer Science. & Electrical Engineering. University of Missouri-Kansas City; Praveen Rao, Department of Health Management & Informatics, Department of Electrical Engineering & Computer Science. University of Missouri-Columbia; Viviana Grieco, Department of History. University of Missouri-Kansas City	Character Recognition Of Seventeenth-Century Spanish American Notary Records Using Deep Learning	000029	000738	000522	000398	000577	000108	000735	000458	000223	000288	https://dhq.digitalhumanities.org/vol/15/4/000581/000581.html
000582	2022	Blanca Calvo Figueras | Tommaso Caselli | Marcel Broersma	University of Gronigen | University of Groningen | Centre for Media and Journalism Studies, University of Groningen	Blanca Calvo Figueras, University of Gronigen; Tommaso Caselli, University of Groningen; Marcel Broersma, Centre for Media and Journalism Studies, University of Groningen	Finding Narratives in News Flows: The Temporal Dimension of News Stories	000029	000159	000003	000544	000461	000116	000679	000265	000161	000538	https://dhq.digitalhumanities.org/vol/15/4/000582/000582.html
000583	2022	Elli Bleeker | Bram Buitendijk | Ronald Haentjens Dekker | Vincent Neyt | Dirk Van Hulle	Huygens Institute for Dutch History and Culture | Royal Netherlands Academy of Arts and Sciences - Humanities Cluster, Digital Infrastructure department. | Huygens Institute for Dutch History and Culture | University of Antwerp | University of Oxford	Elli Bleeker, Huygens Institute for Dutch History and Culture; Bram Buitendijk, Royal Netherlands Academy of Arts and Sciences - Humanities Cluster, Digital Infrastructure department.; Ronald Haentjens Dekker, Huygens Institute for Dutch History and Culture; Vincent Neyt, University of Antwerp; Dirk Van Hulle, University of Oxford	Layers of Variation: a Computational Approach to Collating Texts with Revisions	000555	000400	000069	000056	000573	000309	000247	000111	000726	000195	https://dhq.digitalhumanities.org/vol/16/1/000583/000583.html
000584	2022	Chris Diaz	Northwestern University	Chris Diaz, Northwestern University	Minimal Computing with Progressive Web Apps	000591	000025	000420	000600	000805	000509	000593	000013	000159	000479	https://dhq.digitalhumanities.org/vol/16/2/000584/000584.html
000585	2022	Matthew Lincoln | Jennifer Isasi | Sarah Melton | François Dominic Laramée	JSTOR Labs | Pennsylvania State University | Boston College | University of Ottawa and Université de Montréal	Matthew Lincoln, JSTOR Labs; Jennifer Isasi, Pennsylvania State University; Sarah Melton, Boston College; François Dominic Laramée, University of Ottawa and Université de Montréal	Relocating Complexity: The Programming Historian and Multilingual Static Site Generation	000184	000600	000591	000660	000401	000509	000003	000174	000222	000038	https://dhq.digitalhumanities.org/vol/16/2/000585/000585.html
000586	2022	Tanya Clement | Ben Brumfield | Sara Brumfield	University of Texas at Austin | Brumfield Labs | Brumfield Labs	Tanya Clement, University of Texas at Austin; Ben Brumfield, Brumfield Labs; Sara Brumfield, Brumfield Labs	The AudiAnnotate Project: Four Case Studies in Publishing Annotations for Audio and Video	000061	000173	000469	000670	000515	000327	000451	000538	000375	000591	https://dhq.digitalhumanities.org/vol/16/2/000586/000586.html
000587	2022	Martin Paul Eve	Birkbeck College, University of London	Martin Paul Eve, Birkbeck College, University of London	Lessons from the Library: Extreme Minimalist Scaling at Pirate Ebook Platforms	000462	000590	000594	000003	000473	000626	000589	000233	000354	000202	https://dhq.digitalhumanities.org/vol/16/2/000587/000587.html
000588	2022	Nabeel Siddiqui	Susquehanna University	Nabeel Siddiqui, Susquehanna University	Hidden in Plain-TeX: Investigating Minimal Computing Workflows	000047	000481	000592	000029	000169	000605	000652	000627	000697	000668	https://dhq.digitalhumanities.org/vol/16/2/000588/000588.html
000589	2022	Zahra Rizvi | Rohan Chauhan | A. Sean Pue | Nishat Zaidi	Department of English, Jamia Millia Islamia | Department of Modern Indian Languages and Literary Studies, University of Delhi | Department of Linguistics, Languages and Cultures, Michigan State University | Department of English, Jamia Millia Islamia	Zahra Rizvi, Department of English, Jamia Millia Islamia; Rohan Chauhan, Department of Modern Indian Languages and Literary Studies, University of Delhi; A. Sean Pue, Department of Linguistics, Languages and Cultures, Michigan State University; Nishat Zaidi, Department of English, Jamia Millia Islamia	Minimal Computing for Exploring Indian Poetics	000509	000600	000054	000108	000029	000682	000591	000320	000250	000115	https://dhq.digitalhumanities.org/vol/16/2/000589/000589.html
000590	2022	Christina Boyles | Andy Boyles Petersen	Michigan State University | Michigan State University	Christina Boyles, Michigan State University; Andy Boyles Petersen, Michigan State University	Power and Precarity: Lessons from the Makers by Mail Project	000594	000587	000682	000593	000217	000589	000473	000462	000416	000591	https://dhq.digitalhumanities.org/vol/16/2/000590/000590.html
000591	2022	Raffaele Viglianti | Gimena del Rio Riande | Nidia Hernández | Romina De Léon	Maryland Institute for Technology in the Humanities, University of Maryland, USA | National Council on Scientific and Technical Research, Argentina | National Council on Scientific and Technical Research, Argentina | CONICET (National Council on Scientific and Technical Research, Argentina)	Raffaele Viglianti, Maryland Institute for Technology in the Humanities, University of Maryland, USA; Gimena del Rio Riande, National Council on Scientific and Technical Research, Argentina; Nidia Hernández, National Council on Scientific and Technical Research, Argentina; Romina De Léon, CONICET (National Council on Scientific and Technical Research, Argentina)	Open, Equitable, and Minimal: Teaching Digital Scholarly Editing North and South	000221	000320	000660	000593	000509	000584	000312	000531	000600	000585	https://dhq.digitalhumanities.org/vol/16/2/000591/000591.html
000592	2022	Jing Chen | Mengqi Li | Wensi Lin | Yinzhou Zhao | Mengyue Zhang | Han Chen | Qiang Hu | Yongqing Xie	School of Art, Nanjing University | Shanghai Traditionow Culture Development Corp | Shanghai Museum, China | Art Institute of Nanjing University | Nanjing University | Nanjing Art Institute | N/A | Nanjing Art Institute	Jing Chen, School of Art, Nanjing University; Mengqi Li, Shanghai Traditionow Culture Development Corp; Wensi Lin, Shanghai Museum, China; Yinzhou Zhao, Art Institute of Nanjing University; Mengyue Zhang, Nanjing University; Han Chen, Nanjing Art Institute; Qiang Hu, N/A; Yongqing Xie, Nanjing Art Institute	Simple but Beautiful: A Case Study on the ZHI Project of Traditional Craftsmanship	000029	000290	000588	000625	000077	000447	000483	000640	000620	000179	https://dhq.digitalhumanities.org/vol/16/2/000592/000592.html
