Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000375	2019	Jasmijn Van Gorp | Marc Bron	Utrecht University | Schibsted	Building Bridges: Collaboration between Computer Sciences and Media Studies in a Television Archive Project	000472	000478	000741	000497	000620	000688	000111	000621	000698	000401	https://digitalhumanities.org/dhq/vol/13/3/000375/000375.html
000376	2018	Joel Schneier | Timothy Stinson | Matthew Davis	North Carolina State University | North Carolina State University | McMaster University	BigDIVA and Networked Browsing: A Case for Generous Interfacing and Joyous Searching	000327	000205	000265	000143	000379	000290	000414	000111	000501	000184	https://digitalhumanities.org/dhq/vol/12/2/000376/000376.html
000377	2018	Tobias Blanke	King's College London, Department of Digital Humanities	Predicting the Past	000223	000146	000461	000042	000069	000041	000685	000684	000043	000681	https://digitalhumanities.org/dhq/vol/12/2/000377/000377.html
000378	2018	Michael Marcinkowski	Bath Spa University	Methodological Nearness and the Question of Computational Literature	000087	000616	000314	000154	000599	000389	000102	000139	000155	000152	https://digitalhumanities.org/dhq/vol/12/2/000378/000378.html
000379	2018	Deena Engel | Lauren Hinkson | Joanna Phillips | Marion Thain	New York University | Solomon R. Guggenheim Museum | Solomon R. Guggenheim Museum | New York University	Reconstructing Brandon (1998-1999): A Cross-disciplinary Digital Humanities Study of Shu Lea Cheang’s Early Web Artwork	000554	000334	000516	000501	000239	000310	000413	000419	000610	000454	https://digitalhumanities.org/dhq/vol/12/2/000379/000379.html
000380	2018	Steven Jones	University of South Florida	Reverse Engineering the First Humanities Computing Center	000456	000741	000468	000201	000008	000140	000065	000329	000119	000479	https://digitalhumanities.org/dhq/vol/12/2/000380/000380.html
000381	2019	Timothy C. Duguid | Maristella Feustle | Francesca Giannetti | Elizabeth Grumbach	University of Glasgow | University of North Texas | Rutgers University | Arizona State University	Music Scholarship Online (MuSO): A Research Environment for a More Democratic Digital Musicology	000678	000254	000494	000376	000600	000455	000667	000220	000031	000603	https://digitalhumanities.org/dhq/vol/13/1/000381/000381.html
000382	2018	Alex Mueller	University of Massachusetts Boston	Stealing a Corpus: Appropriating Aesop’s Body in the Early Age of Print	000718	000011	000063	000124	000268	000257	000516	000599	000180	000138	https://digitalhumanities.org/dhq/vol/12/2/000382/000382.html
000383	2018	Philip I. Buckland | Nicolò Dell'Unto | Gísli Pálsson	Umeå University, Sweden | Lund University, Sweden | Umeå University, Sweden	To tree, or not to tree? On the Empirical Basis for Having Past Landscapes to Experience.	000714	000294	000477	000396	000415	000246	000252	000384	000385	000262	https://digitalhumanities.org/dhq/vol/12/3/000383/000383.html
000384	2018	Claudia Sciuto	Umeå University	Recording invisible proofs to compose stone narratives. Applications of Near Infrared Spectroscopy in provenance studies.	000396	000388	000256	000490	000505	000236	000080	000568	000321	000245	https://digitalhumanities.org/dhq/vol/12/3/000384/000384.html
000385	2018	Eleni Bozia	University of Florida	Reviving Classical Drama: virtual reality and experiential learning in a traditional classroom	000396	000103	000248	000395	000118	000161	000080	000321	000122	000246	https://digitalhumanities.org/dhq/vol/12/3/000385/000385.html
000386	2018	Marina Hassapopoulou	New York University	From Distracted to Distributed Attention: Expanded Learning through Social Media, Augmented Reality, Remixing, and Activist Geocaching	000619	000505	000541	000712	000398	000557	000011	000521	000524	000592	https://digitalhumanities.org/dhq/vol/12/2/000386/000386.html
000387	2018	Sarah E. Kersh | Chelsea Skalak	Dickinson College | Dickinson College	From Distracted to Recursive Reading: Facilitating Knowledge Transfer through Annotation Software	000314	000643	000046	000113	000196	000507	000634	000118	000259	000569	https://digitalhumanities.org/dhq/vol/12/2/000387/000387.html
000388	2018	Jennifer Edmond	Trinity College Dublin	How Scholars Read Now: When the Signal Is the Noise	000477	000607	000389	000393	000110	000386	000351	000180	000205	000112	https://digitalhumanities.org/dhq/vol/12/2/000388/000388.html
000389	2018	Tully Barnett	Flinders University	Distributed reading: Literary reading in diverse environments	000080	000463	000484	000315	000205	000503	000378	000616	000154	000180	https://digitalhumanities.org/dhq/vol/12/2/000389/000389.html
000390	2018	Martha Hollander	Hofstra University	The Imaginary Museum: Teaching Art History with Mobile Digital Technology	000560	000663	000122	000596	000161	000540	000494	000316	000379	000049	https://digitalhumanities.org/dhq/vol/12/2/000390/000390.html
000391	2018	Grant Wythoff	Pennsylvania State University	Laptop Policy: Notes on Boredom	000276	000049	000390	000110	000393	000386	000180	000139	000387	000280	https://digitalhumanities.org/dhq/vol/12/2/000391/000391.html
000392	2018	Richard Gartner	Warburg Institute, London, UK	Using structured text corpora in Parliamentary Metadata Language for the analysis of legislative proceedings	000176	000736	000720	000708	000481	000658	000598	000697	000582	000270	https://digitalhumanities.org/dhq/vol/12/2/000392/000392.html
000393	2018	Marion Thain	King's College London	Distracted Reading: Acts of Attention in the Age of the Internet	000394	000685	000143	000389	000391	000388	000139	000110	000180	000238	https://digitalhumanities.org/dhq/vol/12/2/000393/000393.html
000394	2018	Paul Fyfe	North Carolina State University	Reading, Making, and Metacognition: Teaching Digital Humanities for Transfer	000310	000570	000322	000303	000305	000358	000302	000311	000199	000567	https://digitalhumanities.org/dhq/vol/12/2/000394/000394.html
000395	2018	Helen Slaney | Anna Foka | Sophie Bocksberger	University of Roehampton | DH Uppsala and Humlab Umeå | University of Oxford	Ghosts in the Machine: a motion-capture experiment in distributed reception	000385	000514	000396	000161	000521	000246	000511	000506	000076	000625	https://digitalhumanities.org/dhq/vol/12/3/000395/000395.html
000396	2018	Anna Foka | Jonathan Westin | Adam Chapman	Umeå University | University of Gothenburg | University of Gothenburg	Introduction to the DHQ Special Issue: Digital Technology in the Study of the Past	000246	000385	000395	000384	000161	000415	000477	000505	000383	000118	https://digitalhumanities.org/dhq/vol/12/3/000396/000396.html
000397	2018	Chris Mustazza	University of Pennsylvania	Machine-aided close listening: Prosthetic synaesthesia and the 3D phonotext	000688	000254	000146	000505	000507	000599	000519	000675	000687	000434	https://digitalhumanities.org/dhq/vol/12/3/000397/000397.html
000398	2018	Joshua L. Mann	Expositus	How Technology Means: Texts, History, and Their Associated Technologies	000505	000181	000137	000069	000247	000010	000541	000694	000183	000651	https://digitalhumanities.org/dhq/vol/12/3/000398/000398.html
000399	2018	Smiljana Antonijevic | Ellysa Stern Cahoy	The Pennsylvania State University | The Pennsylvania State University	Researcher as Bricoleur: Contextualizing humanists’ digital workflows	000477	000111	000597	000401	000589	000593	000468	000136	000374	000501	https://digitalhumanities.org/dhq/vol/12/3/000399/000399.html
000400	2018	Deanna Shemek | Antonella Guidazzoli | Maria Chiara Liguori | Giovanni Bellavia | Daniele De Luca | Luigi Verri | Silvano Imboden	University of California, Irvine, USA | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy	Renaissance Remix. Isabella d’Este: Virtual Studiolo	000122	000142	000145	000268	000649	000395	000415	000385	000090	000478	https://digitalhumanities.org/dhq/vol/12/4/000400/000400.html
000401	2018	Ingrida Kelpšienė	Vilnius University, Lithuania	Defining scholarly practices, methods and tools in the Lithuanian digital humanities research community	000477	000484	000114	000111	000375	000607	000163	000466	000055	000501	https://digitalhumanities.org/dhq/vol/12/4/000401/000401.html
000402	2019	Steven Braun	Northeastern University Library, Digital Scholarship Group	Critically engaging with data visualization through an information literacy framework	000547	000556	000290	000419	000091	000513	000406	000258	000463	000257	https://digitalhumanities.org/dhq/vol/12/4/000402/000402.html
000403	2019	Catherine D'Ignazio | Rahul Bhargava	Emerson College | Massachusetts Institute of Technology	Creative Data Literacy: A Constructionist Approach to Teaching Information Visualization	000443	000394	000570	000305	000302	000116	000614	000306	000377	000304	https://digitalhumanities.org/dhq/vol/12/4/000403/000403.html
000404	2019	Christina Boyles	Michigan State University	Making and Breaking: Teaching Information Ethics through Curatorial Practice	000610	000324	000208	000641	000571	000557	000448	000630	000209	000640	https://digitalhumanities.org/dhq/vol/12/4/000404/000404.html
000405	2019	Amy Papaelias	SUNY New Paltz	Best Practices: Teaching Typographic Principles to Digital Humanities Audiences	000573	000588	000569	000288	000406	000117	000124	000699	000212	000528	https://digitalhumanities.org/dhq/vol/12/4/000405/000405.html
000406	2019	Yvette Shen	Ohio State University	Placing Graphic Design at the Intersection of Information Visualization Fields	000569	000290	000332	000402	000091	000019	000259	000487	000604	000403	https://digitalhumanities.org/dhq/vol/12/4/000406/000406.html
000407	2019	Viviana De Angelis | Patricia Mannix McNamara | Rosa Gallelli | Gemma Pichierri	Università degli Studi di Bari Aldo Moro | University of Limerick | Università degli Studi di Bari Aldo Moro | Media Training Expert	Visual Communication and the promotion of Health: an exploration of how they intersect in Italian education	000069	000290	000477	000414	000267	000341	000571	000075	000501	000286	https://digitalhumanities.org/dhq/vol/12/4/000407/000407.html
000408	2019	Katherine Hepworth | Christopher Church	University of Nevada, Reno | University of Nevada, Reno	Racism in the Machine: Visualization Ethics in Digital Humanities Projects	000324	000571	000463	000634	000513	000462	000273	000626	000609	000448	https://digitalhumanities.org/dhq/vol/12/4/000408/000408.html
000409	2019	Alan Bilansky	University of Illinois	Velvet Evolution: A Review of Lev Manovich's Software Takes Command (Bloomsbury Academic, 2013)	000153	000087	000011	000280	000124	000110	000120	000066	000521	000560	https://digitalhumanities.org/dhq/vol/13/1/000409/000409.html
000410	2019	Victoria Van Hyning	Library of Congress	Curating Crowds: A Review of Crowdsourcing Our Cultural Heritage (Ashgate, 2014)	000125	000220	000424	000435	000202	000293	000659	000491	000469	000351	https://digitalhumanities.org/dhq/vol/13/1/000410/000410.html
000411	2019	James Smithies | Carina Westling | Anna-Maria Sichani | Pam Mellen | Arianna Ciula	King's College London | King's College London | King's College London | King's College London | King's College London	Managing 100 Digital Humanities Projects: Digital Scholarship & Archiving in King’s Digital Lab	000475	000070	000669	000477	000678	000668	000133	000123	000424	000466	https://digitalhumanities.org/dhq/vol/13/1/000411/000411.html
000412	2019	Brandon W. Hawk | Antonia Karaisl | Nick White	Rhode Island College | Rescribe Ltd | Rescribe Ltd	Modelling Medieval Hands: Practical OCR for Caroline Minuscule	000288	000682	000577	000738	000464	000560	000546	000741	000522	000517	https://digitalhumanities.org/dhq/vol/13/1/000412/000412.html
000413	2019	Molly Nebiolo | Gregory J. Palermo	Northeastern University | Northeastern University	DH2018: A Space to Build Bridges	000643	000591	000221	000287	000480	000080	000139	000607	000186	000046	https://digitalhumanities.org/dhq/vol/13/1/000413/000413.html
000414	2019	Hannah Schwan | Janina Jacke | Rabea Kleymann | Jan-Erik Stange | Marian Dörk	University of Applied Sciences Potsdam | University of Hamburg | University of Hamburg | ATLAS.ti | University of Applied Sciences Potsdam	Narrelations — Visualizing Narrative Levels and their Correlations with Temporal Phenomena	000262	000341	000548	000331	000726	000727	000178	000360	000162	000280	https://digitalhumanities.org/dhq/vol/13/3/000414/000414.html
000415	2019	Costas Papadopoulos | Susan Schreibman	Maastricht University | Maastricht University	Towards 3D Scholarly Editions: The Battle of Mount Street Bridge	000080	000395	000118	000385	000424	000066	000163	000129	000112	000122	https://digitalhumanities.org/dhq/vol/13/1/000415/000415.html
000416	2019	Tarez Samra Graban | Paul Marty | Allen Romano | Micah Vandegrift	Florida State University | Florida State University | Florida State University | NC State University	Introduction: Questioning Collaboration, Labor, and Visibility in Digital Humanities Research	000419	000305	000661	000174	000485	000470	000557	000721	000524	000671	https://digitalhumanities.org/dhq/vol/13/2/000416/000416.html
000417	2019	Matthew Kelly	University of Texas, Tyler	Interlude: Gaining Access, Gaming Access: Balancing Internal and External Support For Interactive Digital Projects	000129	000501	000470	000066	000533	000331	000486	000101	000116	000199	https://digitalhumanities.org/dhq/vol/13/2/000417/000417.html
000418	2019	Hélène Huet | Suzan Alteri | Laurie N. Taylor	University of Florida | University of Florida | University of Florida	Manifesto: A Life on the Hyphen: Balancing Identities as Librarians, Scholars, and Digital Practitioners	000080	000420	000174	000480	000718	000567	000213	000394	000470	000554	https://digitalhumanities.org/dhq/vol/13/2/000418/000418.html
000419	2019	Courtney Rivard | Taylor Arnold | Lauren Tilton	University of North Carolina, Chapel Hill | University of Richmond | University of Richmond	Building Pedagogy into Project Development: Making Data Construction Visible in Digital Projects	000302	000305	000086	000471	000315	000303	000233	000314	000524	000677	https://digitalhumanities.org/dhq/vol/13/2/000419/000419.html
000420	2019	Kathleen Kasten-Mutkus | Laura Costello | Darren Chase	Stony Brook University | Rutgers University | SUNY Oneonta	Raising Visibility in the Digital Humanities Landscape: Academic Engagement and the Question of the Library’s Role	000480	000201	000322	000340	000478	000466	000086	000643	000198	000401	https://digitalhumanities.org/dhq/vol/13/2/000420/000420.html
000421	2019	Dawn Opel | Michael Simeone	Michigan State University | Arizona State University	The Invisible Work of the Digital Humanities Lab: Preparing Graduate Students for Emergent Intellectual and Professional Work	000478	000466	000485	000322	000567	000080	000311	000473	000303	000465	https://digitalhumanities.org/dhq/vol/13/2/000421/000421.html
000422	2019	Dr. Jeanie Austin	San Francisco Public Library	Affective Absence: Risks in the Institutionalization of the FemTechNet Archive	000610	000630	000391	000427	000416	000478	000310	000483	000477	000386	https://digitalhumanities.org/dhq/vol/13/2/000422/000422.html
000423	2019	Melinda Weinstein | Edward Voss | David Soll	Lawrence Technological University | University of Iowa | University of Iowa	Dendrography and Art History: a computer-assisted analysis of Cézanne’s Bathers.	000019	000275	000560	000719	000540	000494	000122	000316	000337	000138	https://digitalhumanities.org/dhq/vol/13/3/000423/000423.html
000424	2024	Hilary Havens | Eliza Alexander Wilcox | Meredith L. Hale | Jamie Kramer	University of Tennessee, Knoxville | University of Tennessee, Knoxville | University of Tennessee, Knoxville | University of Tennessee, Knoxville	From Archive to Database: Using Crowdsourcing, TEI, and Collaborative Labor to Construct the Maria Edgeworth Letters Project	000595	000035	000125	000410	000415	000111	000031	000174	000491	000678	https://digitalhumanities.org/dhq/vol/18/2/000424/000424.html
000425	2019	Amelia Chesley	Northwestern State University of Louisiana	The In/Visible, In/Audible Labor of Digitizing the Public Domain	000125	000389	000424	000410	000202	000643	000578	000664	000220	000415	https://digitalhumanities.org/dhq/vol/13/2/000425/000425.html
000426	2019	Adam James Bradley | Victor Sawal | Sheelagh Carpendale | Christopher Collins	Ontario Tech University | Ontario Tech University | University of Calgary | Ontario Tech University	Textension: Digitally Augmenting Document Spaces in Analog Texts	000558	000540	000290	000122	000185	000210	000031	000138	000019	000423	https://digitalhumanities.org/dhq/vol/13/3/000426/000426.html
000427	2019	Kelly Baker Josephs	York College and The Graduate Center, City University of New York	DH Moments, Caribbean Considerations: On Reaction, Response, and Relevance in the Digital Humanities	000633	000208	000689	000386	000631	000531	000571	000413	000645	000043	https://digitalhumanities.org/dhq/vol/13/3/000427/000427.html
000428	2019	Cait Coker | Kate Ozment	University of Illinois at Urbana-Champaign | California State Polytechnic University, Pomona	Building the Women in Book History Bibliography, or Digital Enumerative Bibliography as Preservation of Feminist Labor.	000616	000718	000317	000528	000140	000389	000195	000463	000473	000394	https://digitalhumanities.org/dhq/vol/13/3/000428/000428.html
000429	2019	Cara Marta Messina	Northeastern University	"These Violent Delights": A Review of Timothy J. Welsh’s Mixed Realism: Videogames and the Violence of Fiction	000131	000410	000132	000133	000079	000135	000134	000313	000066	000139	https://digitalhumanities.org/dhq/vol/13/3/000429/000429.html
000430	2019	Desmond Schmidt	Charles Harpur Critical Archive	A Model of Versions and Layers	000455	000583	000069	000553	000293	000082	000424	000039	000593	000029	https://digitalhumanities.org/dhq/vol/13/3/000430/000430.html
000431	2019	Christoph Aurnhammer | Iris Cuppen | Inge van de Ven | Menno van Zaanen	Department of Language Sciene and Technology, Saarland University | Bakken & Bæck | Tilburg School of Humanities and Digital Sciences | South African Centre for Digital Language Resources, North-West University, Potchefstroom, South Africa	Manual Annotation of Unsupervised Models: Close and Distant Reading of Politics on Reddit	000291	000434	000481	000687	000555	000296	000436	000709	000224	000553	https://digitalhumanities.org/dhq/vol/13/3/000431/000431.html
000432	2024	Himadri Agarwal	University of Maryland	Gamer Trouble: A Review	000331	000101	000098	000066	000002	000129	000200	000433	000009	000109	https://digitalhumanities.org/dhq/vol/18/1/000432/000432.html
000433	2019	Steven Braun	Northeastern University	Cosmopolitanism, Japaneseness, and Video Game Studies: A Review of Mia Consalvo's Atari to Zelda: Japan's Videogames in Global Contexts	000098	000281	000432	000336	000122	000332	000717	000170	000096	000011	https://digitalhumanities.org/dhq/vol/13/4/000433/000433.html
000434	2019	Peter Broadwell | Jack W. Chen | David Shepard	Center for Interdisciplinary Research, Stanford University | University of Virginia | Scholarly Innovation Lab, UCLA	Reading the Quan Tang shi: Literary History, Topic Modeling, Divergence Measures	000291	000069	000613	000431	000244	000657	000687	000250	000447	000566	https://digitalhumanities.org/dhq/vol/13/4/000434/000434.html
000435	2019	Samantha Blickhan	Zooniverse & Adler Planetarium	Creating a User Manual for Healthy Crowd Engagement: A Review of Mark Hedges and Stuart Dunn's Academic Crowdsourcing in the Humanities: Crowds, Communities and Co-production	000125	000410	000424	000351	000123	000220	000469	000425	000330	000163	https://digitalhumanities.org/dhq/vol/13/4/000435/000435.html
000436	2019	Andrew Ravenscroft | Colin Allen	Cass School of Education and Communities, University of East London, UK | History and Philosophy of Science, University of Pittsburgh, USA; Philosophy, Xi’an Jiaotong University, Xi’an, China	Finding and Interpreting Arguments: An Important Challenge for Humanities Computing and Scholarly Practice	000271	000182	000474	000490	000139	000538	000685	000626	000463	000337	https://digitalhumanities.org/dhq/vol/13/4/000436/000436.html
000437	2020	Richard Snyder	Washington State University	Review of Sean Cubitt’s Finite Media: Environmental Implications of Digital Technologies	000626	000714	000631	000543	000603	000271	000407	000257	000557	000685	https://digitalhumanities.org/dhq/vol/14/4/000437/000437.html
000438	2019	Samuel J. Huskey | Jeffrey C. Witt	University of Oklahoma | Loyola University Maryland	Decoupling Quality Control and Publication: The Digital Latin Library and the Traveling Imprimatur.	000470	000455	000114	000374	000473	000587	000307	000181	000089	000031	https://digitalhumanities.org/dhq/vol/13/4/000438/000438.html
000439	2019	Nathan Sullivan	Texas A&M University-Central Texas	Persuasive Physical Computing: A Review of David M. Rieder’s Suasive Iterations: Rhetoric, Writing, & Physical Computing	000122	000118	000712	000643	000009	000614	000138	000196	000395	000069	https://digitalhumanities.org/dhq/vol/13/4/000439/000439.html
000440	2019	Peter Meindertsma	Department of Language Technology - Computational Linguistics, University of Groningen, Netherlands	Changes in Lyrical and Hit Diversity of Popular U.S. Songs 1956-2016	000504	000526	000170	000434	000516	000521	000680	000520	000373	000555	https://digitalhumanities.org/dhq/vol/13/4/000440/000440.html
000441	2019	Jessica Wagner Webster	Baruch College, City University of New York	Digital Collaborations: A Survey Analysis of Digital Humanities Partnerships Between Librarians and Other Academics	000536	000129	000597	000179	000358	000204	000603	000151	000215	000213	https://digitalhumanities.org/dhq/vol/13/4/000441/000441.html
000442	2020	Gila Prebor | Maayan Zhitomirsky-Geffet | Isaac Miller	Department of Information Science Bar-Ilan University, Ramat Gan, 52900, Israel | Department of Information Science Bar-Ilan University, Ramat Gan, 52900, Israel | Department of Information Science Bar-Ilan University, Ramat Gan, 52900, Israel	A multi-dimensional ontology-based analysis of the Censorship of Hebrew Manuscripts	000657	000639	000292	000285	000300	000115	000324	000104	000670	000535	https://digitalhumanities.org/dhq/vol/14/1/000442/000442.html
000443	2020	Melinda A. Cro | Sara K. Kearns	Kansas State University | Kansas State University	Developing a Process-Oriented, Inclusive Pedagogy: At the Intersection of Digital Humanities, Second Language Acquisition, and New Literacies	000315	000419	000314	000302	000303	000358	000334	000524	000305	000330	https://digitalhumanities.org/dhq/vol/14/1/000443/000443.html
000444	2020	Kevin Chovanec	Christian Brothers University	Episodic Theater and the Digital Text: Editing the Traveling Players’ Fortunatus	000321	000157	000385	000379	000248	000092	000463	000330	000314	000289	https://digitalhumanities.org/dhq/vol/14/1/000444/000444.html
000445	2020	Melvin Wevers | Jianbo Gao | Kirstoffer L. Nielbo	Digital Humanities Lab, KNAW Humanities Cluster, Netherlands | Center for Geodata and Analysis, Faculty of Geographical Science, Beijing Normal University, Beijing, China | Center for Humanities Computing Aarhus, Aarhus University, Denmark	Tracking the Consumption Junction: Temporal Dependencies between Articles and Advertisements in Dutch Newspapers	000338	000578	000238	000117	000326	000658	000104	000676	000469	000263	https://digitalhumanities.org/dhq/vol/14/2/000445/000445.html
000446	2020	Brian M. Watson	Indiana University — Bloomington	Rogue Performances: A Review of Abigail De Kosnik’s Rogue Archives: Digital Cultural Memory and Media Fandom	000639	000180	000148	000129	000151	000506	000630	000596	000124	000115	https://digitalhumanities.org/dhq/vol/14/1/000446/000446.html
000447	2020	Marcello Vitali-Rosati | Servanne Monjour | Joana Casenave | Elsa Bouchard | Margot Mellet	University of Montreal | University of Montreal | University of Montreal | University of Montreal | University of Montreal	Editorializing the Greek Anthology: The palatin manuscript as a collective imaginary	000108	000434	000175	000034	000181	000087	000315	000552	000228	000017	https://digitalhumanities.org/dhq/vol/14/1/000447/000447.html
000448	2020	Sharon Block	UC-Irvine	Erasure, Misrepresentation and Confusion: Investigating JSTOR Topics on Women’s and Race Histories	000463	000034	000528	000651	000023	000340	000709	000255	000136	000636	https://digitalhumanities.org/dhq/vol/14/1/000448/000448.html
000449	2020	Anna Bellotto	University of Vienna	Medieval manuscript descriptions and the Semantic Web: analysing the impact of CIDOC CRM on Italian codicological-paleographical data	000568	000605	000026	000316	000318	000726	000181	000251	000595	000704	https://digitalhumanities.org/dhq/vol/14/1/000449/000449.html
000450	2020	Elizabeth Callaway | Jeffrey Turner | Heather Stone | Adam Halstrom	University of Utah | University of Utah | TETON Sports | University of Utah	The Push and Pull of Digital Humanities: Topic Modeling the What is digital humanities? Genre	000434	000431	000436	000463	000172	000555	000565	000687	000250	000448	https://digitalhumanities.org/dhq/vol/14/1/000450/000450.html
000451	2020	Christoph Wick | Christian Reul | Frank Puppe	Universität Würzburg, Chair of Computer Science VI | Centre for Philology and Digitality; University of Würzburg | Universität Würzburg, Chair of Computer Science VI	Calamari − A High-Performance Tensorflow-based Deep Learning Package for Optical Character Recognition	000412	000288	000573	000738	000682	000696	000517	000510	000695	000525	https://digitalhumanities.org/dhq/vol/14/2/000451/000451.html
000452	2020	Sarita Albagli | Hesley Py | Allan Yu Iwama	Instituto Brasileiro de Informação em Ciência e Tecnologia (IBICT) | Instituto Brasileiro de Geografia e Estatística (IBGE) | Universidad de Los Lagos - Centro de Estudios del Desarrollo Regional y Políticas Públicas (CEDER)	Geovisualização de dados e ciência aberta e cidadã - a experiência da Plataforma LindaGeo	000458	000467	000459	000457	000453	000460	000355	000347	000352	000502	https://digitalhumanities.org/dhq/vol/14/2/000452/000452.html
000453	2020	Cláudio José Silva Ribeiro | Suemi Higuchi | Luis Antonio Coelho Ferla	Universidade Federal do Estado do Rio de Janeiro — Unirio | Fundação Getulio Vargas | Universidade Federal de São Paulo	Aproximações ao cenário das humanidades digitais no Brasil	000457	000467	000460	000458	000459	000452	000352	000608	000355	000346	https://digitalhumanities.org/dhq/vol/14/2/000453/000453.html
000454	2020	Barbara McGillivray | Thierry Poibeau | Pablo Ruiz Fabo	The Alan Turing Institute and University of Cambridge | CNRS / Ecole normale supérieure — PSL/ Université Sorbonne nouvelle | Laboratoire LiLPa, Université de Strasbourg	Digital Humanities and Natural Language Processing: "Je t’aime... Moi non plus"	000687	000709	000735	000691	000544	000627	000490	000720	000574	000251	https://digitalhumanities.org/dhq/vol/14/2/000454/000454.html
000455	2020	Paul A. Broyles	North Carolina State University	Digital Editions and Version Numbering	000561	000668	000374	000035	000226	000591	000186	000430	000192	000503	https://digitalhumanities.org/dhq/vol/14/2/000455/000455.html
000456	2020	Geoffrey Rockwell | Stéfan Sinclair	University of Alberta | McGill University	Tremendous Mechanical Labor: Father Busa’s Algorithm	000380	000741	000468	000201	000008	000329	000023	000473	000140	000065	https://digitalhumanities.org/dhq/vol/14/3/000456/000456.html
000457	2020	Maria Clara Paixão de Sousa	Universidade de São Paulo	Ler a prosa do mundo hoje	000453	000452	000459	000458	000467	000460	000352	000353	000346	000355	https://digitalhumanities.org/dhq/vol/14/2/000457/000457.html
000458	2020	Patricia Ferreira-Lopes	Escuela Técnica Superior de Arquitectura de la Universidad de Sevilla	Avanços no estudo das redes de itinerários da Península Ibérica no século XVI. Aplicando os SIGH para estudar a história da arquitetura	000467	000452	000453	000459	000457	000460	000355	000608	000352	000502	https://digitalhumanities.org/dhq/vol/14/2/000458/000458.html
000459	2020	Luís Corujo | Jorge Revez | Carlos Guardado da Silva	Universidade de Lisboa, Faculdade de Letras, Centro de Estudos Clássicos | Universidade de Lisboa, Faculdade de Letras, Centro de Estudos Clássicos | Universidade de Lisboa, Faculdade de Letras, Centro de Estudos Clássicos	Curadoria Digital e Custos – Exploração de abordagens e perceções	000458	000452	000467	000453	000457	000460	000355	000608	000352	000347	https://digitalhumanities.org/dhq/vol/14/2/000459/000459.html
000460	2020	Luis Ferla | Cecily Raynor	Universidade Federal de São Paulo | Universidade McGill	Apresentação - Edição especial da DHQ em português	000453	000457	000467	000458	000459	000452	000352	000608	000355	000502	https://digitalhumanities.org/dhq/vol/14/2/000460/000460.html
000461	2020	John Shanahan | Robin Burke | Ana Lučić	DePaul University | University of Colorado — Boulder | Beckman Institute, University of Illinois	Reading Chicago Reading: Quantitative Analysis of a Repeating Literary Program	000201	000129	000273	000317	000490	000043	000504	000491	000463	000086	https://digitalhumanities.org/dhq/vol/14/2/000461/000461.html
000462	2020	S.L. Ziegler	Louisiana State University Libraries	Open Data in Cultural Heritage Institutions: Can We Be Better Than Data Brokers?	000571	000408	000324	000689	000448	000634	000201	000524	000477	000463	https://digitalhumanities.org/dhq/vol/14/2/000462/000462.html
000463	2020	Jo Guldi	Southern Methodist University	Scholarly Infrastructure as Critical Argument: Nine principles in a preliminary survey of the bibliographic and critical values expressed by scholarly web-portals for visualizing data	000481	000080	000631	000571	000035	000477	000201	000111	000016	000408	https://digitalhumanities.org/dhq/vol/14/3/000463/000463.html
000464	2020	Mila Oiva	University of Turku (Finland)	The Chili and Honey of Digital Humanities Research:The Facilitation of the Interdisciplinary Transfer of Knowledge in Digital Humanities Centers	000485	000351	000419	000112	000213	000477	000472	000677	000597	000375	https://digitalhumanities.org/dhq/vol/14/3/000464/000464.html
000465	2020	James W. Malazita | Ezra J. Teboul | Hined Rafeh	Rensselaer Polytechnic Institute | Rensselaer Polytechnic Institute | Rensselaer Polytechnic Institute	Digital Humanities as Epistemic Cultures: How DH Labs Make Knowledge, Objects, and Subjects	000080	000485	000468	000090	000557	000555	000351	000186	000102	000472	https://digitalhumanities.org/dhq/vol/14/3/000465/000465.html
000466	2020	Urszula Pawlicka-Deger	Aalto University	The Laboratory Turn: Exploring Discourses, Landscapes, and Models of Humanities Labs	000485	000468	000480	000465	000090	000421	000471	000478	000080	000322	https://digitalhumanities.org/dhq/vol/14/3/000466/000466.html
000467	2020	Maria J. Ferreira dos Santos	Department of Geography, University of Zurich	Reconstruir histórias da conservação da natureza na Califórnia: 1850 – 2010	000453	000458	000457	000460	000452	000459	000352	000355	000608	000502	https://digitalhumanities.org/dhq/vol/14/2/000467/000467.html
000468	2020	Aleksandra Kil	University of Wrocław (Poland)	Excavating Infrastructure in the Analog Humanities’ Lab: An Analysis of Claude Lévi-Strauss’s Laboratoire d’anthropologie sociale	000485	000399	000317	000396	000589	000533	000364	000110	000422	000425	https://digitalhumanities.org/dhq/vol/14/3/000468/000468.html
